uniprot_id,gene,protein,description,feature_id,n_miss,pct_miss,mean_intensity,vote_kmeans,vote_logistic,vote_lefttail,n_mnar_votes,classification,imputation_reliable,group_miss_pval
P36578,RPL4,RL4_HUMAN,60S ribosomal protein L4,RPL4,2,4.444444444444445,20.192242390140354,0,0,0,0,MAR,TRUE,NA
P46777,RPL5,RL5_HUMAN,60S ribosomal protein L5,RPL5,4,8.88888888888889,21.82594919230399,0,0,0,0,MAR,TRUE,NA
Q02878,RPL6,RL6_HUMAN,60S ribosomal protein L6,RPL6,5,11.11111111111111,18.848577524995797,0,0,0,0,MAR,TRUE,NA
P18124,RPL7,RL7_HUMAN,60S ribosomal protein L7,RPL7,0,0,22.44175845361738,NA,NA,NA,NA,Complete,TRUE,NA
P62424,RPL7A,RL7A_HUMAN,60S ribosomal protein L7a,RPL7A,0,0,19.5113393208758,NA,NA,NA,NA,Complete,TRUE,NA
P32969,RPL9,RL9_HUMAN,60S ribosomal protein L9,RPL9,10,22.22222222222222,19.326269530849515,0,0,0,0,MAR,TRUE,NA
P05388,RPLP0,RLA0_HUMAN,60S acidic ribosomal protein P0,RPLP0,0,0,21.191683133134106,NA,NA,NA,NA,Complete,TRUE,NA
P05386,RPLP1,RLA1_HUMAN,60S acidic ribosomal protein P1,RPLP1,0,0,21.160334885530666,NA,NA,NA,NA,Complete,TRUE,NA
P05387,RPLP2,RLA2_HUMAN,60S acidic ribosomal protein P2,RPLP2,0,0,22.70362866979692,NA,NA,NA,NA,Complete,TRUE,NA
P04843,RPN1,RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,0,0,21.537468234116883,NA,NA,NA,NA,Complete,TRUE,NA
P04844,RPN2,RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,0,0,20.275240569890315,NA,NA,NA,NA,Complete,TRUE,NA
P46783,RPS10,RS10_HUMAN,40S ribosomal protein S10,RPS10,1,2.2222222222222223,21.897162224558368,0,0,0,0,MAR,TRUE,NA
P62280,RPS11,RS11_HUMAN,40S ribosomal protein S11,RPS11,5,11.11111111111111,22.17882873487458,0,0,0,0,MAR,TRUE,NA
P25398,RPS12,RS12_HUMAN,40S ribosomal protein S12,RPS12,0,0,21.985647145947052,NA,NA,NA,NA,Complete,TRUE,NA
P62277,RPS13,RS13_HUMAN,40S ribosomal protein S13,RPS13,14,31.11111111111111,20.029791011206168,0,0,0,0,MAR,TRUE,NA
P62263,RPS14,RS14_HUMAN,40S ribosomal protein S14,RPS14,4,8.88888888888889,18.89238039239071,0,0,0,0,MAR,TRUE,NA
P62841,RPS15,RS15_HUMAN,40S ribosomal protein S15,RPS15,29,64.44444444444444,20.832899393378167,1,0,0,1,MAR,FALSE,NA
P62244,RPS15A,RS15A_HUMAN,40S ribosomal protein S15a,RPS15A,0,0,20.42192720838085,NA,NA,NA,NA,Complete,TRUE,NA
P62249,RPS16,RS16_HUMAN,40S ribosomal protein S16,RPS16,0,0,22.94354356409823,NA,NA,NA,NA,Complete,TRUE,NA
P08708,RPS17,RS17_HUMAN,40S ribosomal protein S17,RPS17,1,2.2222222222222223,19.379468562424538,0,0,0,0,MAR,TRUE,NA
P62269,RPS18,RS18_HUMAN,40S ribosomal protein S18,RPS18,0,0,21.162734627006255,NA,NA,NA,NA,Complete,TRUE,NA
P39019,RPS19,RS19_HUMAN,40S ribosomal protein S19,RPS19,0,0,20.185452005944875,NA,NA,NA,NA,Complete,TRUE,NA
P15880,RPS2,RS2_HUMAN,40S ribosomal protein S2,RPS2,0,0,21.468557171017554,NA,NA,NA,NA,Complete,TRUE,NA
P60866,RPS20,RS20_HUMAN,40S ribosomal protein S20,RPS20,0,0,20.544694772813095,NA,NA,NA,NA,Complete,TRUE,NA
P63220,RPS21,RS21_HUMAN,40S ribosomal protein S21,RPS21,0,0,19.150065906564347,NA,NA,NA,NA,Complete,TRUE,NA
P62847,RPS24,RS24_HUMAN,40S ribosomal protein S24,RPS24,0,0,22.06062137331131,NA,NA,NA,NA,Complete,TRUE,NA
P62851,RPS25,RS25_HUMAN,40S ribosomal protein S25,RPS25,0,0,21.61541011779548,NA,NA,NA,NA,Complete,TRUE,NA
P62854,RPS26,RS26_HUMAN,40S ribosomal protein S26,RPS26,7,15.555555555555555,17.088215020396195,1,1,1,3,MNAR,TRUE,0.5387306346826587
P42677,RPS27,RS27_HUMAN,40S ribosomal protein S27,RPS27,12,26.666666666666668,19.556406567480902,0,0,0,0,MAR,TRUE,NA
P62979,RPS27A,RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a,RPS27A,0,0,27.03786350523166,NA,NA,NA,NA,Complete,TRUE,NA
P62857,RPS28,RS28_HUMAN,40S ribosomal protein S28,RPS28,1,2.2222222222222223,21.338575137689432,0,0,0,0,MAR,TRUE,NA
P23396,RPS3,RS3_HUMAN,40S ribosomal protein S3,RPS3,0,0,21.933566098444828,NA,NA,NA,NA,Complete,TRUE,NA
P61247,RPS3A,RS3A_HUMAN,40S ribosomal protein S3a,RPS3A,0,0,21.744246807388205,NA,NA,NA,NA,Complete,TRUE,NA
P62701,RPS4X,RS4X_HUMAN,"40S ribosomal protein S4, X isoform",RPS4X,0,0,21.444170517990944,NA,NA,NA,NA,Complete,TRUE,NA
P46782,RPS5,RS5_HUMAN,40S ribosomal protein S5,RPS5,0,0,21.121633241274896,NA,NA,NA,NA,Complete,TRUE,NA
P62753,RPS6,RS6_HUMAN,40S ribosomal protein S6,RPS6,0,0,20.50799092824105,NA,NA,NA,NA,Complete,TRUE,NA
P51812,RPS6KA3,KS6A3_HUMAN,Ribosomal protein S6 kinase alpha-3,RPS6KA3,0,0,20.678158649058133,NA,NA,NA,NA,Complete,TRUE,NA
P62081,RPS7,RS7_HUMAN,40S ribosomal protein S7,RPS7,0,0,21.367683878942543,NA,NA,NA,NA,Complete,TRUE,NA
P62241,RPS8,RS8_HUMAN,40S ribosomal protein S8,RPS8,0,0,20.995469684907576,NA,NA,NA,NA,Complete,TRUE,NA
P46781,RPS9,RS9_HUMAN,40S ribosomal protein S9,RPS9,0,0,21.391265720010544,NA,NA,NA,NA,Complete,TRUE,NA
P08865,RPSA,RSSA_HUMAN,40S ribosomal protein SA,RPSA,0,0,21.60524414121615,NA,NA,NA,NA,Complete,TRUE,NA
P55042,RRAD,RAD_HUMAN,GTP-binding protein RAD,RRAD,6,13.333333333333334,19.718480618379942,0,0,0,0,MAR,TRUE,NA
Q9HB90,RRAGC,RRAGC_HUMAN,Ras-related GTP-binding protein C,RRAGC,12,26.666666666666668,17.925988536750715,1,1,1,3,MNAR,TRUE,0.6621689155422289
P10301,RRAS,RRAS_HUMAN,Ras-related protein R-Ras,RRAS,0,0,18.377643203122055,NA,NA,NA,NA,Complete,TRUE,NA
P62070,RRAS2,RRAS2_HUMAN,Ras-related protein R-Ras2,RRAS2,10,22.22222222222222,18.976108514016016,0,0,0,0,MAR,TRUE,NA
Q15404,RSU1,RSU1_HUMAN,Ras suppressor protein 1,RSU1,0,0,20.10072286328152,NA,NA,NA,NA,Complete,TRUE,NA
O00442,RTCA,RTCA_HUMAN,RNA 3'-terminal phosphate cyclase,RTCA,0,0,21.14628226444681,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y3I0,RTCB,RTCB_HUMAN,RNA-splicing ligase RtcB homolog,RTCB,0,0,20.119713375051337,NA,NA,NA,NA,Complete,TRUE,NA
O75298,RTN2,RTN2_HUMAN,Reticulon-2,RTN2,0,0,25.43736005079733,NA,NA,NA,NA,Complete,TRUE,NA
O95197,RTN3,RTN3_HUMAN,Reticulon-3,RTN3,11,24.444444444444443,18.953884854308036,0,0,0,0,MAR,TRUE,NA
Q9NQC3,RTN4,RTN4_HUMAN,Reticulon-4,RTN4,0,0,25.05686766917199,NA,NA,NA,NA,Complete,TRUE,NA
Q8WWV3,RTN4IP1,RT4I1_HUMAN,"Reticulon-4-interacting protein 1, mitochondrial",RTN4IP1,6,13.333333333333334,18.59141195740968,0,0,0,0,MAR,TRUE,NA
Q9Y224,RTRAF,RTRAF_HUMAN,"RNA transcription, translation and transport factor protein",RTRAF,5,11.11111111111111,16.57792114379022,1,1,1,3,MNAR,TRUE,1
Q9Y265,RUVBL1,RUVB1_HUMAN,RuvB-like 1,RUVBL1,5,11.11111111111111,16.61386944016702,1,1,1,3,MNAR,TRUE,0.5857071464267866
Q9Y230,RUVBL2,RUVB2_HUMAN,RuvB-like 2,RUVBL2,3,6.666666666666667,17.022702528049017,0,1,0,1,MAR,TRUE,NA
Q9H446,RWDD1,RWDD1_HUMAN,RWD domain-containing protein 1,RWDD1,22,48.888888888888886,16.824412997532043,1,1,1,3,MNAR,TRUE,0.4312843578210895
P21817,RYR1,RYR1_HUMAN,Ryanodine receptor 1,RYR1,0,0,23.343984069933065,NA,NA,NA,NA,Complete,TRUE,NA
P23297,S100A1,S10A1_HUMAN,Protein S100-A1,S100A1,0,0,26.294139154220257,NA,NA,NA,NA,Complete,TRUE,NA
P60903,S100A10,S10AA_HUMAN,Protein S100-A10,S100A10,1,2.2222222222222223,20.809265422885353,0,0,0,0,MAR,TRUE,NA
P31949,S100A11,S10AB_HUMAN,Protein S100-A11,S100A11,6,13.333333333333334,20.52639690367675,0,0,0,0,MAR,TRUE,NA
Q99584,S100A13,S10AD_HUMAN,Protein S100-A13,S100A13,0,0,21.693767892302528,NA,NA,NA,NA,Complete,TRUE,NA
Q96FQ6,S100A16,S10AG_HUMAN,Protein S100-A16,S100A16,20,44.44444444444444,18.76626855181582,1,0,1,2,MNAR,TRUE,0.9440279860069966
P26447,S100A4,S10A4_HUMAN,Protein S100-A4,S100A4,0,0,23.29381474815944,NA,NA,NA,NA,Complete,TRUE,NA
P06703,S100A6,S10A6_HUMAN,Protein S100-A6,S100A6,0,0,22.25939079648602,NA,NA,NA,NA,Complete,TRUE,NA
P05109,S100A8,S10A8_HUMAN,Protein S100-A8,S100A8,0,0,22.138397135870076,NA,NA,NA,NA,Complete,TRUE,NA
P06702,S100A9,S10A9_HUMAN,Protein S100-A9,S100A9,2,4.444444444444445,21.92463681416876,0,0,0,0,MAR,TRUE,NA
P35542,SAA4,SAA4_HUMAN,Serum amyloid A-4 protein,SAA4,33,73.33333333333333,18.669975671014953,1,0,1,2,MNAR,FALSE,0.05547226386806597
Q9Y512,SAMM50,SAM50_HUMAN,Sorting and assembly machinery component 50 homolog,SAMM50,0,0,22.11422942555076,NA,NA,NA,NA,Complete,TRUE,NA
Q9NR31,SAR1A,SAR1A_HUMAN,GTP-binding protein SAR1a,SAR1A,0,0,23.94488869341,NA,NA,NA,NA,Complete,TRUE,NA
Q9Y6B6,SAR1B,SAR1B_HUMAN,GTP-binding protein SAR1b,SAR1B,0,0,22.29444855987646,NA,NA,NA,NA,Complete,TRUE,NA
P49591,SARS1,SYSC_HUMAN,"Serine--tRNA ligase, cytoplasmic",SARS1,10,22.22222222222222,18.0026198384984,0,1,1,2,MNAR,TRUE,0.3343328335832084
Q9NP81,SARS2,SYSM_HUMAN,"Serine--tRNA ligase, mitochondrial",SARS2,18,40,16.18202821241778,1,1,1,3,MNAR,TRUE,0.3343328335832084
Q9Y3A5,SBDS,SBDS_HUMAN,Ribosome maturation protein SBDS,SBDS,0,0,22.162870846541878,NA,NA,NA,NA,Complete,TRUE,NA
Q14108,SCARB2,SCRB2_HUMAN,Lysosome membrane protein 2,SCARB2,15,33.33333333333333,17.215750887763743,1,1,1,3,MNAR,TRUE,0.9555222388805598
Q8NBX0,SCCPDH,SCPDL_HUMAN,Saccharopine dehydrogenase-like oxidoreductase,SCCPDH,0,0,20.41525530436343,NA,NA,NA,NA,Complete,TRUE,NA
Q8WVM8,SCFD1,SCFD1_HUMAN,Sec1 family domain-containing protein 1,SCFD1,8,17.77777777777778,16.314848376472476,1,1,1,3,MNAR,TRUE,0.5112443778110944
Q07699,SCN1B,SCN1B_HUMAN,Sodium channel subunit beta-1,SCN1B,18,40,16.59059246619211,1,1,1,3,MNAR,TRUE,0.24237881059470265
P22307,SCP2,NLTP_HUMAN,Non-specific lipid-transfer protein,SCP2,7,15.555555555555555,17.334982451104878,0,1,1,2,MNAR,TRUE,0.12143928035982009
Q96FV2,SCRN2,SCRN2_HUMAN,Secernin-2,SCRN2,0,0,20.522993505061457,NA,NA,NA,NA,Complete,TRUE,NA
Q0VDG4,SCRN3,SCRN3_HUMAN,Secernin-3,SCRN3,4,8.88888888888889,20.186554277548744,0,0,0,0,MAR,TRUE,NA
P31040,SDHA,SDHA_HUMAN,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA,0,0,24.55567231543687,NA,NA,NA,NA,Complete,TRUE,NA
P21912,SDHB,SDHB_HUMAN,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",SDHB,0,0,24.42574186166768,NA,NA,NA,NA,Complete,TRUE,NA
Q99643,SDHC,C560_HUMAN,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",SDHC,0,0,22.628158819763552,NA,NA,NA,NA,Complete,TRUE,NA
O14521,SDHD,DHSD_HUMAN,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",SDHD,0,0,21.799466603782186,NA,NA,NA,NA,Complete,TRUE,NA
Q9NRG7,SDR39U1,D39U1_HUMAN,Epimerase family protein SDR39U1,SDR39U1,0,0,19.952883054875414,NA,NA,NA,NA,Complete,TRUE,NA
O75396,SEC22B,SC22B_HUMAN,Vesicle-trafficking protein SEC22b,SEC22B,1,2.2222222222222223,20.346145886530685,0,0,0,0,MAR,TRUE,NA
Q15436,SEC23A,SC23A_HUMAN,Protein transport protein Sec23A,SEC23A,3,6.666666666666667,17.731141204813856,0,1,0,1,MAR,TRUE,NA
P53992,SEC24C,SC24C_HUMAN,Protein transport protein Sec24C,SEC24C,11,24.444444444444443,14.723543984194347,1,1,1,3,MNAR,TRUE,0.30484757621189407
O94979,SEC31A,SC31A_HUMAN,Protein transport protein Sec31A,SEC31A,3,6.666666666666667,18.517134637286087,0,0,0,0,MAR,TRUE,NA
Q13228,SELENBP1,SBP1_HUMAN,Methanethiol oxidase,SELENBP1,0,0,24.338465776277936,NA,NA,NA,NA,Complete,TRUE,NA
P63302,SELENOW,SELW_HUMAN,Selenoprotein W,SELENOW,16,35.55555555555556,17.34954877762847,1,1,1,3,MNAR,TRUE,0.5567216391804098
Q9NVA2,SEPTIN11,SEP11_HUMAN,Septin-11,SEPTIN11,16,35.55555555555556,17.561903635754412,1,1,1,3,MNAR,TRUE,0.11794102948525736
Q15019,SEPTIN2,SEPT2_HUMAN,Septin-2,SEPTIN2,1,2.2222222222222223,19.115908775435575,0,0,0,0,MAR,TRUE,NA
Q14141,SEPTIN6,SEPT6_HUMAN,Septin-6,SEPTIN6,9,20,19.249793344859714,0,0,0,0,MAR,TRUE,NA
Q16181,SEPTIN7,SEPT7_HUMAN,Septin-7,SEPTIN7,0,0,19.99686035302465,NA,NA,NA,NA,Complete,TRUE,NA
Q9UHD8,SEPTIN9,SEPT9_HUMAN,Septin-9,SEPTIN9,22,48.888888888888886,18.587748424840846,1,0,1,2,MNAR,TRUE,0.18290854572713644
Q8NC51,SERBP1,PAIRB_HUMAN,Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,0,0,19.11823984597876,NA,NA,NA,NA,Complete,TRUE,NA
P30740,SERPINB1,ILEU_HUMAN,Leukocyte elastase inhibitor,SERPINB1,0,0,21.550473569270956,NA,NA,NA,NA,Complete,TRUE,NA
P35237,SERPINB6,SPB6_HUMAN,Serpin B6,SERPINB6,1,2.2222222222222223,22.34184709181469,0,0,0,0,MAR,TRUE,NA
P36955,SERPINF1,PEDF_HUMAN,Pigment epithelium-derived factor,SERPINF1,2,4.444444444444445,19.179360022612975,0,0,0,0,MAR,TRUE,NA
P08697,SERPINF2,A2AP_HUMAN,Alpha-2-antiplasmin,SERPINF2,10,22.22222222222222,18.595961345820697,0,0,1,1,MAR,TRUE,NA
P05155,SERPING1,IC1_HUMAN,Plasma protease C1 inhibitor,SERPING1,1,2.2222222222222223,20.736342513105573,0,0,0,0,MAR,TRUE,NA
Q9Y6P5,SESN1,SESN1_HUMAN,Sestrin-1,SESN1,11,24.444444444444443,16.931134302635215,1,1,1,3,MNAR,TRUE,0.35282358820589704
Q01105,SET,SET_HUMAN,Protein SET,SET,11,24.444444444444443,20.303350394225312,0,0,0,0,MAR,TRUE,NA
Q8WTS6,SETD7,SETD7_HUMAN,Histone-lysine N-methyltransferase SETD7,SETD7,0,0,20.448783565205304,NA,NA,NA,NA,Complete,TRUE,NA
P23246,SFPQ,SFPQ_HUMAN,"Splicing factor, proline- and glutamine-rich",SFPQ,19,42.22222222222222,17.196789594273135,1,1,1,3,MNAR,TRUE,0.16391804097951024
Q9H9B4,SFXN1,SFXN1_HUMAN,Sideroflexin-1,SFXN1,16,35.55555555555556,16.19870102482154,1,1,1,3,MNAR,TRUE,0.12193903048475763
Q16586,SGCA,SGCA_HUMAN,Alpha-sarcoglycan,SGCA,0,0,20.332415193310556,NA,NA,NA,NA,Complete,TRUE,NA
Q16585,SGCB,SGCB_HUMAN,Beta-sarcoglycan,SGCB,1,2.2222222222222223,19.898841203760014,0,0,0,0,MAR,TRUE,NA
Q92629,SGCD,SGCD_HUMAN,Delta-sarcoglycan,SGCD,0,0,21.11988335961332,NA,NA,NA,NA,Complete,TRUE,NA
Q13326,SGCG,SGCG_HUMAN,Gamma-sarcoglycan,SGCG,3,6.666666666666667,20.799182113012996,0,0,0,0,MAR,TRUE,NA
O43765,SGTA,SGTA_HUMAN,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,SGTA,0,0,18.48904608897594,NA,NA,NA,NA,Complete,TRUE,NA
P55822,SH3BGR,SH3BG_HUMAN,SH3 domain-binding glutamic acid-rich protein,SH3BGR,0,0,23.201432445116733,NA,NA,NA,NA,Complete,TRUE,NA
O75368,SH3BGRL,SH3L1_HUMAN,SH3 domain-binding glutamic acid-rich-like protein,SH3BGRL,21,46.666666666666664,17.69220405658991,1,1,1,3,MNAR,TRUE,0.8990504747626187
Q9H299,SH3BGRL3,SH3L3_HUMAN,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,7,15.555555555555555,18.15240107201679,0,1,1,2,MNAR,TRUE,0.7416291854072964
Q9Y371,SH3GLB1,SHLB1_HUMAN,Endophilin-B1,SH3GLB1,1,2.2222222222222223,18.410890121382394,0,0,0,0,MAR,TRUE,NA
P34896,SHMT1,GLYC_HUMAN,"Serine hydroxymethyltransferase, cytosolic",SHMT1,4,8.88888888888889,19.365388256786407,0,0,0,0,MAR,TRUE,NA
P34897,SHMT2,GLYM_HUMAN,"Serine hydroxymethyltransferase, mitochondrial",SHMT2,10,22.22222222222222,19.39812885382854,0,0,0,0,MAR,TRUE,NA
Q9UQ13,SHOC2,SHOC2_HUMAN,Leucine-rich repeat protein SHOC-2,SHOC2,18,40,15.71894057867246,1,1,1,3,MNAR,TRUE,0.11294352823588207
Q8IXJ6,SIRT2,SIR2_HUMAN,NAD-dependent protein deacetylase sirtuin-2,SIRT2,16,35.55555555555556,18.43869782115712,1,0,1,2,MNAR,TRUE,0.08845577211394302
Q9NTG7,SIRT3,SIR3_HUMAN,"NAD-dependent protein deacetylase sirtuin-3, mitochondrial",SIRT3,11,24.444444444444443,18.08236778756676,1,1,1,3,MNAR,TRUE,0.8205897051474262
Q9NXA8,SIRT5,SIR5_HUMAN,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",SIRT5,0,0,19.5098348142807,NA,NA,NA,NA,Complete,TRUE,NA
P63208,SKP1,SKP1_HUMAN,S-phase kinase-associated protein 1,SKP1,0,0,23.691597373000533,NA,NA,NA,NA,Complete,TRUE,NA
P53985,SLC16A1,MOT1_HUMAN,Monocarboxylate transporter 1,SLC16A1,1,2.2222222222222223,17.272759933963183,0,1,0,1,MAR,TRUE,NA
P43007,SLC1A4,SATT_HUMAN,Neutral amino acid transporter A,SLC1A4,19,42.22222222222222,17.843815698815284,1,1,1,3,MNAR,TRUE,0.5562218890554723
Q02978,SLC25A11,M2OM_HUMAN,Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,0,0,24.41211616180821,NA,NA,NA,NA,Complete,TRUE,NA
O75746,SLC25A12,CMC1_HUMAN,Calcium-binding mitochondrial carrier protein Aralar1,SLC25A12,0,0,24.594914508412835,NA,NA,NA,NA,Complete,TRUE,NA
Q9UJS0,SLC25A13,CMC2_HUMAN,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,0,0,23.715679252567856,NA,NA,NA,NA,Complete,TRUE,NA
O43772,SLC25A20,MCAT_HUMAN,Mitochondrial carnitine/acylcarnitine carrier protein,SLC25A20,0,0,19.735644031309736,NA,NA,NA,NA,Complete,TRUE,NA
Q6NUK1,SLC25A24,SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1,SLC25A24,10,22.22222222222222,17.106232472485715,1,1,1,3,MNAR,TRUE,0.10444777611194403
Q00325,SLC25A3,MPCP_HUMAN,"Phosphate carrier protein, mitochondrial",SLC25A3,0,0,25.34818051903134,NA,NA,NA,NA,Complete,TRUE,NA
P12235,SLC25A4,ADT1_HUMAN,ADP/ATP translocase 1,SLC25A4,0,0,27.999227433768525,NA,NA,NA,NA,Complete,TRUE,NA
Q96AG3,SLC25A46,S2546_HUMAN,Solute carrier family 25 member 46,SLC25A46,8,17.77777777777778,17.10828365209086,1,1,1,3,MNAR,TRUE,0.07196401799100449
P05141,SLC25A5,ADT2_HUMAN,ADP/ATP translocase 2,SLC25A5,0,0,26.369726279448432,NA,NA,NA,NA,Complete,TRUE,NA
P12236,SLC25A6,ADT3_HUMAN,ADP/ATP translocase 3,SLC25A6,0,0,26.558336273560446,NA,NA,NA,NA,Complete,TRUE,NA
P11166,SLC2A1,GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,3,6.666666666666667,20.035764374747156,0,0,0,0,MAR,TRUE,NA
L0R6Q1,SLC35A4,S35U4_HUMAN,SLC35A4 upstream open reading frame protein,SLC35A4,14,31.11111111111111,16.387150674873773,1,1,1,3,MNAR,TRUE,0.06846576711644178
O43826,SLC37A4,G6PT1_HUMAN,Glucose-6-phosphate exchanger SLC37A4,SLC37A4,1,2.2222222222222223,17.975406726744357,0,1,0,1,MAR,TRUE,NA
Q8IWA5,SLC44A2,CTL2_HUMAN,Choline transporter-like protein 2,SLC44A2,24,53.333333333333336,16.595100291869024,1,1,1,3,MNAR,FALSE,0.40879560219890054
Q9GZT3,SLIRP,SLIRP_HUMAN,"SRA stem-loop-interacting RNA-binding protein, mitochondrial",SLIRP,1,2.2222222222222223,19.287925245482715,0,0,0,0,MAR,TRUE,NA
Q9H2G2,SLK,SLK_HUMAN,STE20-like serine/threonine-protein kinase,SLK,26,57.77777777777777,16.042857765365056,1,1,1,3,MNAR,FALSE,0.7466266866566716
Q14BN4,SLMAP,SLMAP_HUMAN,Sarcolemmal membrane-associated protein,SLMAP,0,0,20.257373441755902,NA,NA,NA,NA,Complete,TRUE,NA
Q8N5G0,SMIM20,SIM20_HUMAN,Small integral membrane protein 20,SMIM20,0,0,18.55138764542693,NA,NA,NA,NA,Complete,TRUE,NA
Q8WVI0,SMIM4,SMIM4_HUMAN,Small integral membrane protein 4,SMIM4,6,13.333333333333334,16.310057338833783,1,1,1,3,MNAR,TRUE,0.8195902048975512
Q9UHP9,SMPX,SMPX_HUMAN,Small muscular protein,SMPX,0,0,23.599946456377403,NA,NA,NA,NA,Complete,TRUE,NA
P52788,SMS,SPSY_HUMAN,Spermine synthase,SMS,0,0,20.49976731554382,NA,NA,NA,NA,Complete,TRUE,NA
P53814,SMTN,SMTN_HUMAN,Smoothelin,SMTN,1,2.2222222222222223,18.496971240144912,0,0,0,0,MAR,TRUE,NA
A8MU46,SMTNL1,SMTL1_HUMAN,Smoothelin-like protein 1,SMTNL1,0,0,23.352109498395045,NA,NA,NA,NA,Complete,TRUE,NA
Q8NB12,SMYD1,SMYD1_HUMAN,Histone-lysine N-methyltransferase SMYD1,SMYD1,0,0,22.247231279040147,NA,NA,NA,NA,Complete,TRUE,NA
Q9NRG4,SMYD2,SMYD2_HUMAN,N-lysine methyltransferase SMYD2,SMYD2,25,55.55555555555556,18.963766128147515,1,0,1,2,MNAR,FALSE,0.20089955022488756
P37840,SNCA,SYUA_HUMAN,Alpha-synuclein,SNCA,0,0,20.78044293235385,NA,NA,NA,NA,Complete,TRUE,NA
Q7KZF4,SND1,SND1_HUMAN,Staphylococcal nuclease domain-containing protein 1,SND1,20,44.44444444444444,17.913375702320053,1,1,1,3,MNAR,TRUE,0.6751624187906047
P14678,SNRPB,RSMB_HUMAN,Small nuclear ribonucleoprotein-associated proteins B and B',SNRPB,13,28.888888888888886,16.137460979555193,1,1,1,3,MNAR,TRUE,0.06596701649175413
P62318,SNRPD3,SMD3_HUMAN,Small nuclear ribonucleoprotein Sm D3,SNRPD3,1,2.2222222222222223,19.823628409551432,0,0,0,0,MAR,TRUE,NA
P62308,SNRPG,RUXG_HUMAN,Small nuclear ribonucleoprotein G,SNRPG,24,53.333333333333336,18.514809596790638,1,0,1,2,MNAR,FALSE,0.670664667666167
Q13424,SNTA1,SNTA1_HUMAN,Alpha-1-syntrophin,SNTA1,0,0,21.452880857674344,NA,NA,NA,NA,Complete,TRUE,NA
Q13884,SNTB1,SNTB1_HUMAN,Beta-1-syntrophin,SNTB1,1,2.2222222222222223,20.25271628473155,0,0,0,0,MAR,TRUE,NA
Q13425,SNTB2,SNTB2_HUMAN,Beta-2-syntrophin,SNTB2,0,0,20.777444438334403,NA,NA,NA,NA,Complete,TRUE,NA
O60749,SNX2,SNX2_HUMAN,Sorting nexin-2,SNX2,1,2.2222222222222223,17.911275374149074,0,1,0,1,MAR,TRUE,NA
O60493,SNX3,SNX3_HUMAN,Sorting nexin-3,SNX3,1,2.2222222222222223,20.032184379375664,0,0,0,0,MAR,TRUE,NA
Q9Y5X3,SNX5,SNX5_HUMAN,Sorting nexin-5,SNX5,9,20,17.191371050336848,1,1,1,3,MNAR,TRUE,0.7116441779110445
P00441,SOD1,SODC_HUMAN,Superoxide dismutase [Cu-Zn],SOD1,0,0,26.71825183172392,NA,NA,NA,NA,Complete,TRUE,NA
P04179,SOD2,SODM_HUMAN,"Superoxide dismutase [Mn], mitochondrial",SOD2,0,0,25.205181377542804,NA,NA,NA,NA,Complete,TRUE,NA
P08294,SOD3,SODE_HUMAN,Extracellular superoxide dismutase [Cu-Zn],SOD3,13,28.888888888888886,18.857564970272662,0,0,1,1,MAR,TRUE,NA
Q00796,SORD,DHSO_HUMAN,Sorbitol dehydrogenase,SORD,7,15.555555555555555,16.863503269384346,1,1,1,3,MNAR,TRUE,0.43778110944527737
Q9Y6A9,SPCS1,SPCS1_HUMAN,Signal peptidase complex subunit 1,SPCS1,11,24.444444444444443,14.99050149994138,1,1,1,3,MNAR,TRUE,0.3853073463268366
Q15772,SPEG,SPEG_HUMAN,Striated muscle preferentially expressed protein kinase,SPEG,16,35.55555555555556,18.450690321893436,1,0,1,2,MNAR,TRUE,0.8390804597701149
Q9UQ90,SPG7,SPG7_HUMAN,Paraplegin,SPG7,16,35.55555555555556,16.546717517598726,1,1,1,3,MNAR,TRUE,0.2818590704647676
Q8TCT8,SPPL2A,SPP2A_HUMAN,Signal peptide peptidase-like 2A,SPPL2A,25,55.55555555555556,15.853878952667424,1,1,1,3,MNAR,FALSE,0.8700649675162418
P35270,SPR,SPRE_HUMAN,Sepiapterin reductase,SPR,0,0,21.43685109325935,NA,NA,NA,NA,Complete,TRUE,NA
