acc	gene	sources	n_sources
Q9BSL1	UBAC1	JPR2017;RESPIRE;This study	3
Q9BTU6	PI4K2A	JPR2017;RESPIRE;This study	3
Q9BUL8	PDCD10	JPR2017;RESPIRE;This study	3
Q9BV40	VAMP8	JPR2017;RESPIRE;This study	3
Q9BXS5	AP1M1	JPR2017;RESPIRE;This study	3
Q9BZE9	ASPSCR1	JPR2017;RESPIRE;This study	3
Q9C0B5	ZDHHC5	JPR2017;RESPIRE;This study	3
Q9GZZ9	UBA5	JPR2017;This study;Uniprot	3
Q9H0U3	MAGT1	JPR2017;RESPIRE;This study	3
Q9H1C7	CYSTM1	JPR2017;RESPIRE;This study	3
Q9H2K8	TAOK3	JPR2017;RESPIRE;This study	3
Q9H3Z4	DNAJC5	JPR2017;RESPIRE;This study	3
Q9H400	LIME1	JPR2017;RESPIRE;This study	3
Q9H4A4	RNPEP	JPR2017;RESPIRE;This study	3
Q9H910	JPT2	JPR2017;RESPIRE;This study	3
Q9H9A6	LRRC40	JPR2017;RESPIRE;This study	3
Q9HAV0	GNB4	JPR2017;RESPIRE;This study	3
Q9HCE7	SMURF1	JPR2017;RESPIRE;This study	3
Q9HCJ1	ANKH	JPR2017;RESPIRE;This study	3
Q9NP58	ABCB6	JPR2017;RESPIRE;This study	3
Q9NP72	RAB18	JPR2017;RESPIRE;This study	3
Q9NPQ8	RIC8A	JPR2017;RESPIRE;This study	3
Q9NQC3	RTN4	JPR2017;RESPIRE;This study	3
Q9NQX3	GPHN	JPR2017;RESPIRE;This study	3
Q9NRK6	ABCB10	JPR2017;This study;Uniprot	3
Q9NRQ2	PLSCR4	JPR2017;RESPIRE;This study	3
Q9NRR3	CDC42SE2	JPR2017;RESPIRE;This study	3
Q9NRR8	CDC42SE1	JPR2017;RESPIRE;This study	3
Q9NRS6	SNX15	JPR2017;RESPIRE;This study	3
Q9NRX4	PHPT1	JPR2017;RESPIRE;This study	3
Q9NRX5	SERINC1	JPR2017;RESPIRE;This study	3
Q9NRZ7	AGPAT3	JPR2017;RESPIRE;This study	3
Q9NS86	LANCL2	JPR2017;RESPIRE;This study	3
Q9NUP9	LIN7C	JPR2017;RESPIRE;This study	3
Q9NV96	TMEM30A	JPR2017;RESPIRE;This study	3
Q9NVZ3	NECAP2	JPR2017;RESPIRE;This study	3
Q9NW15	ANO10	JPR2017;RESPIRE;This study	3
Q9NYL9	TMOD3	JPR2017;This study;Uniprot	3
Q9NYT0	PLEK2	JPR2017;RESPIRE;This study	3
Q9NZ08	ERAP1	JPR2017;RESPIRE;This study	3
Q9NZ42	PSENEN	JPR2017;RESPIRE;This study	3
Q9NZ43	USE1	JPR2017;RESPIRE;This study	3
Q9NZC3	GDE1	JPR2017;RESPIRE;This study	3
Q9NZD4	AHSP	JPR2017;This study;Uniprot	3
Q9NZW5	PALS2	JPR2017;RESPIRE;This study	3
Q9NZZ3	CHMP5	JPR2017;This study;Uniprot	3
Q9P0J7	KCMF1	JPR2017;RESPIRE;This study	3
Q9P0L0	VAPA	JPR2017;RESPIRE;This study	3
Q9P0S9	TMEM14C	JPR2017;This study;Uniprot	3
Q9UBC2	EPS15L1	JPR2017;RESPIRE;This study	3
Q9UDY4	DNAJB4	JPR2017;RESPIRE;This study	3
Q9UDY6	TRIM10	JPR2017;This study;Uniprot	3
Q9UH65	SWAP70	JPR2017;RESPIRE;This study	3
Q9UHA4	LAMTOR3	JPR2017;RESPIRE;This study	3
Q9UHD9	UBQLN2	JPR2017;RESPIRE;This study	3
Q9UHG3	PCYOX1	JPR2017;RESPIRE;This study	3
Q9UI12	ATP6V1H	JPR2017;RESPIRE;This study	3
Q9UIJ5	ZDHHC2	JPR2017;RESPIRE;This study	3
Q9UIQ6	LNPEP	JPR2017;RESPIRE;This study	3
Q9UIW2	PLXNA1	JPR2017;RESPIRE;This study	3
Q9UJU6	DBNL	JPR2017;RESPIRE;This study	3
Q9UK41	VPS28	JPR2017;RESPIRE;This study	3
Q9UKJ5	CHIC2	JPR2017;RESPIRE;This study	3
Q9UKY7	CDV3	JPR2017;RESPIRE;This study	3
Q9UL26	RAB22A	JPR2017;RESPIRE;This study	3
Q9ULC3	RAB23	JPR2017;RESPIRE;This study	3
Q9ULC4	MCTS1	JPR2017;RESPIRE;This study	3
Q9ULC5	ACSL5	JPR2017;RESPIRE;This study	3
Q9ULH1	ASAP1	JPR2017;RESPIRE;This study	3
Q9ULP9	TBC1D24	JPR2017;RESPIRE;This study	3
Q9ULV4	CORO1C	JPR2017;RESPIRE;This study	3
Q9UMX0	UBQLN1	JPR2017;RESPIRE;This study	3
Q9UN37	VPS4A	JPR2017;RESPIRE;This study	3
Q9UNF0	PACSIN2	JPR2017;RESPIRE;This study	3
Q9UNQ0	ABCG2	JPR2017;RESPIRE;This study	3
Q9UNZ2	NSFL1C	JPR2017;RESPIRE;This study	3
Q9UQQ2	SH2B3	RESPIRE;This study;Uniprot	3
Q9Y230	RUVBL2	JPR2017;This study;Uniprot	3
Q9Y265	RUVBL1	JPR2017;This study;Uniprot	3
Q9Y2G3	ATP11B	JPR2017;RESPIRE;This study	3
Q9Y2J2	EPB41L3	JPR2017;RESPIRE;Uniprot	3
Q9Y2Q5	LAMTOR2	JPR2017;RESPIRE;This study	3
Q9Y3L5	RAP2C	JPR2017;RESPIRE;This study	3
Q9Y490	TLN1	JPR2017;RESPIRE;This study	3
Q9Y4D1	DAAM1	JPR2017;RESPIRE;This study	3
Q9Y4E8	USP15	JPR2017;RESPIRE;This study	3
Q9Y4G6	TLN2	JPR2017;RESPIRE;This study	3
Q9Y5K6	CD2AP	JPR2017;RESPIRE;This study	3
Q9Y5K8	ATP6V1D	JPR2017;RESPIRE;This study	3
Q9Y5S1	TRPV2	JPR2017;RESPIRE;This study	3
Q9Y5X3	SNX5	JPR2017;RESPIRE;This study	3
Q9Y624	F11R	JPR2017;RESPIRE;This study	3
Q9Y639	NPTN	JPR2017;RESPIRE;This study	3
Q9Y666	SLC12A7	JPR2017;RESPIRE;This study	3
Q9Y696	CLIC4	JPR2017;RESPIRE;This study	3
Q9Y6I3	EPN1	JPR2017;RESPIRE;This study	3
Q9Y6M4	CSNK1G3	JPR2017;RESPIRE;This study	3
Q9Y6M5	SLC30A1	JPR2017;RESPIRE;This study	3
A0A067XG54	ATP11C	This study;Uniprot	2
A0A087WZP9	LIME1	JPR2017;This study	2
A0A087X0N2	LEPROT	JPR2017;This study	2
A0A087X1S3	HUWE1	JPR2017;This study	2
A0A096LP69	CD99	JPR2017;This study	2
A0A0A0MRA8	EPB41L3	This study;Uniprot	2
A0A0C4DH22	EPB41L1	This study;Uniprot	2
A0A0D9SF54	SPTAN1	This study;Uniprot	2
A0A0D9SFB1	DNM1	JPR2017;This study	2
A0A0G2JPR0	C4A	JPR2017;This study	2
A0A2R8Y5G2	EPB41	This study;Uniprot	2
A0A2R8Y6D0	EPB41	This study;Uniprot	2
A0A2R8Y783	EPB41	This study;Uniprot	2
A0A2R8Y7Y3	EPB41	This study;Uniprot	2
A0A2R8YEH1	RHAG	This study;Uniprot	2
A0A3B3ITP0	EPB41	This study;Uniprot	2
A0A494C115	AQP1	This study;Uniprot	2
A0A804HIW2	ATP11C	This study;Uniprot	2
A0A804HL01	ADD1	This study;Uniprot	2
A0AVT1	UBA6	JPR2017;This study	2
A1A5C7	SLC22A23	JPR2017;This study	2
A1IGU5	ARHGEF37	JPR2017;This study	2
A1L0T0	ILVBL	JPR2017;This study	2
A2RRP1	NBAS	JPR2017;This study	2
A2RU67	KIAA1467	JPR2017;This study	2
A4D1P6	WDR91	JPR2017;This study	2
A5A3E0	POTEF	JPR2017;This study	2
A5D8V6	VPS37C	JPR2017;This study	2
A5LHX3	PSMB11	JPR2017;This study	2
A6NDG6	PGP	JPR2017;This study	2
A6NFX1	MFSD2B	JPR2017;RESPIRE	2
A6NJJ0	PRDX4	JPR2017;This study	2
A6PW57	PIP5K1A	JPR2017;This study	2
A8MVS5	HIDE1	JPR2017;This study	2
B1ALA9	PRPS1	JPR2017;This study	2
B1ANH0	GUK1	JPR2017;This study	2
B2RUZ4	SMIM1	JPR2017;RESPIRE	2
B7Z9C2	NAP1L1	JPR2017;This study	2
B7ZBK6	ALAD	JPR2017;This study	2
C9J7I0	UMAD1	JPR2017;This study	2
C9J9J4	MPP1	This study;Uniprot	2
C9JZI7	NAP1L4	JPR2017;This study	2
E5RIL0	LEPROTL1	JPR2017;This study	2
E7ESC6	XPO7	JPR2017;This study	2
E7EV99	ADD1	This study;Uniprot	2
E7EVY3	CAST	JPR2017;This study	2
E9PAV3	NACA	JPR2017;This study	2
E9PBW4	HBG2	JPR2017;This study	2
E9PC69	MARK2	JPR2017;This study	2
E9PHY5	EPB41L2	This study;Uniprot	2
E9PL57	NEDD8-MDP1	JPR2017;This study	2
E9PN54	EPB41L2	JPR2017;Uniprot	2
E9PN89	HSPA8	JPR2017;This study	2
F5GWS2	SLC14A1	This study;Uniprot	2
F5H136	TCP1	JPR2017;This study	2
F5H2F4	MTHFD1	JPR2017;This study	2
F5H6I6	CAND1	JPR2017;This study	2
F8WDH1	TMEM50B	JPR2017;This study	2
G5EA09	SDCBP	JPR2017;This study	2
H0Y4U1	TNS1	JPR2017;This study	2
H0Y5B0	EPB41L2	This study;Uniprot	2
H0Y6A5	ZDHHC3	JPR2017;This study	2
H7BXI1	ESYT2	JPR2017;This study	2
H7BY13	ATP2B4	JPR2017;This study	2
H7BYY1	TPM1	JPR2017;This study	2
J3KN67	TPM3	JPR2017;This study	2
J3QSZ6	TMEM138	JPR2017;This study	2
K7EJJ5	CLTC	JPR2017;This study	2
K7ELL7	PRKCSH	JPR2017;This study	2
K7EQM7	SLC14A1	This study;Uniprot	2
K7ER00	FARSA	JPR2017;This study	2
K7ERB7	BCAM	JPR2017;This study	2
K7ES11	UBE2O	JPR2017;This study	2
M0QX46	CRTC1	JPR2017;This study	2
O00154	ACOT7	JPR2017;This study	2
O00178	GTPBP1	JPR2017;This study	2
O00182	LGALS9	JPR2017;This study	2
O00214	LGALS8	JPR2017;This study	2
O00231	PSMD11	JPR2017;This study	2
O00232	PSMD12	JPR2017;This study	2
O00233	PSMD9	JPR2017;This study	2
O00399	DCTN6	JPR2017;This study	2
O00410	IPO5	JPR2017;This study	2
O00442	RTCA	JPR2017;This study	2
O00487	PSMD14	JPR2017;This study	2
O00505	KPNA3	JPR2017;This study	2
O00507	USP9Y	JPR2017;This study	2
O00560	SDCBP	RESPIRE;This study	2
O00629	KPNA4	JPR2017;This study	2
O00743	PPP6C	JPR2017;This study	2
O00764	PDXK	JPR2017;This study	2
O14556	GAPDHS	JPR2017;This study	2
O14562	UBFD1	JPR2017;This study	2
O14569	CYB561D2	JPR2017;This study	2
O14656	TOR1A	JPR2017;This study	2
O14662	STX16	JPR2017;This study	2
O14737	PDCD5	JPR2017;This study	2
O14744	PRMT5	JPR2017;This study	2
O14787	TNPO2	JPR2017;This study	2
O14818	PSMA7	JPR2017;This study	2
O14828	SCAMP3	JPR2017;This study	2
O14880	MGST3	JPR2017;This study	2
O14950	MYL12B	JPR2017;This study	2
O14976	GAK	JPR2017;This study	2
O14980	XPO1	JPR2017;This study	2
O15020	SPTBN2	JPR2017;This study	2
O15067	PFAS	JPR2017;This study	2
O15084	ANKRD28	JPR2017;This study	2
O15127	SCAMP2	JPR2017;This study	2
O15143	ARPC1B	JPR2017;This study	2
O15145	ARPC3	JPR2017;This study	2
O15165	LDLRAD4	JPR2017;This study	2
O15173	PGRMC2	JPR2017;This study	2
O15212	PFDN6	JPR2017;This study	2
O15269	SPTLC1	JPR2017;This study	2
O15270	SPTLC2	JPR2017;This study	2
O15371	EIF3D	JPR2017;This study	2
O15484	CAPN5	JPR2017;This study	2
O15498	YKT6	JPR2017;This study	2
O15511	ARPC5	JPR2017;This study	2
O15523	DDX3Y	JPR2017;This study	2
O43143	DHX15	JPR2017;This study	2
O43149	ZZEF1	JPR2017;This study	2
O43187	IRAK2	JPR2017;RESPIRE	2
O43242	PSMD3	JPR2017;This study	2
O43264	ZW10	JPR2017;This study	2
O43314	PPIP5K2	JPR2017;This study	2
O43396	TXNL1	JPR2017;This study	2
O43399	TPD52L2	JPR2017;This study	2
O43414	ERI3	JPR2017;This study	2
O43426	SYNJ1	JPR2017;This study	2
O43427	FIBP	JPR2017;This study	2
O43488	AKR7A2	JPR2017;This study	2
O43504	LAMTOR5	JPR2017;This study	2
O43524	FOXO3	This study;Uniprot	2
O43583	DENR	JPR2017;This study	2
O43592	XPOT	JPR2017;This study	2
O43598	DNPH1	JPR2017;This study	2
O43617	TRAPPC3	JPR2017;This study	2
O43681	ASNA1	JPR2017;This study	2
O43747	AP1G1	JPR2017;This study	2
O43759	SYNGR1	JPR2017;RESPIRE	2
O43760	SYNGR2	JPR2017;This study	2
O43790	KRT86	JPR2017;This study	2
O43791	SPOP	JPR2017;This study	2
O43795	MYO1B	JPR2017;RESPIRE	2
O43847	NRD1	JPR2017;This study	2
O43852	CALU	JPR2017;This study	2
O43866	CD5L	RESPIRE;This study	2
O60234	GMFG	JPR2017;This study	2
O60256	PRPSAP2	JPR2017;This study	2
O60264	SMARCA5	This study;Uniprot	2
O60271	SPAG9	JPR2017;This study	2
O60499	STX10	JPR2017;This study	2
O60547	GMDS	JPR2017;This study	2
O60568	PLOD3	JPR2017;This study	2
O60613	SEP15	JPR2017;This study	2
O60645	EXOC3	JPR2017;This study	2
O60664	PLIN3	JPR2017;This study	2
O60684	KPNA6	JPR2017;This study	2
O60749	SNX2	JPR2017;This study	2
O60763	USO1	JPR2017;This study	2
O60831	PRAF2	JPR2017;This study	2
O60884	DNAJA2	JPR2017;This study	2
O60888	CUTA	JPR2017;This study	2
O75044	SRGAP2	JPR2017;This study	2
O75063	FAM20B	JPR2017;This study	2
O75064	DENND4B	JPR2017;This study	2
O75069	TMCC2	JPR2017;This study	2
O75157	TSC22D2	JPR2017;This study	2
O75170	PPP6R2	JPR2017;This study	2
O75190	DNAJB6	JPR2017;This study	2
O75223	GGCT	JPR2017;This study	2
O75264	SMIM24	JPR2017;This study	2
O75317	USP12	JPR2017;This study	2
O75340	PDCD6	JPR2017;This study	2
O75347	TBCA	JPR2017;This study	2
O75368	SH3BGRL	JPR2017;This study	2
O75376	NCOR1	JPR2017;This study	2
O75396	SEC22B	JPR2017;This study	2
O75477	ERLIN1	JPR2017;This study	2
O75531	BANF1	JPR2017;This study	2
O75608	LYPLA1	RESPIRE;This study	2
O75629	CREG1	JPR2017;This study	2
O75663	TIPRL	JPR2017;This study	2
O75821	EIF3G	JPR2017;This study	2
O75822	EIF3J	JPR2017;This study	2
O75832	PSMD10	JPR2017;This study	2
O75844	ZMPSTE24	JPR2017;This study	2
O75874	IDH1	JPR2017;This study	2
O75882	ATRN	RESPIRE;This study	2
O75907	DGAT1	JPR2017;This study	2
O75935	DCTN3	JPR2017;This study	2
O76003	GLRX3	JPR2017;This study	2
O76054	SEC14L2	JPR2017;This study	2
O76071	CIAO1	JPR2017;This study	2
O76094	SRP72	JPR2017;This study	2
O94766	B3GAT3	JPR2017;This study	2
O94829	IPO13	JPR2017;This study	2
O94874	UFL1	This study;Uniprot	2
O94889	KLHL18	JPR2017;This study	2
O94903	PROSC	JPR2017;This study	2
O94915	FRYL	JPR2017;This study	2
O94919	ENDOD1	JPR2017;This study	2
O95070	YIF1A	JPR2017;This study	2
O95081	AGFG2	JPR2017;This study	2
O95155	UBE4B	JPR2017;This study	2
O95159	ZFPL1	JPR2017;This study	2
O95183	VAMP5	RESPIRE;This study	2
O95236	APOL3	JPR2017;This study	2
O95251	KAT7	JPR2017;Uniprot	2
O95273	CCNDBP1	JPR2017;This study	2
O95297	MPZL1	JPR2017;This study	2
O95336	PGLS	JPR2017;This study	2
O95347	SMC2	JPR2017;This study	2
O95352	ATG7	JPR2017;This study	2
O95373	IPO7	JPR2017;This study	2
O95376	ARIH2	JPR2017;This study	2
O95433	AHSA1	JPR2017;This study	2
O95456	PSMG1	JPR2017;This study	2
O95476	CTDNEP1	JPR2017;This study	2
O95487	SEC24B	JPR2017;This study	2
O95573	ACSL3	JPR2017;RESPIRE	2
O95671	ASMTL	JPR2017;This study	2
O95674	CDS2	JPR2017;This study	2
O95721	SNAP29	RESPIRE;This study	2
O95727	CRTAM	JPR2017;RESPIRE	2
O95747	OXSR1	JPR2017;This study	2
O95758	PTBP3	This study;Uniprot	2
O95807	TMEM50A	JPR2017;This study	2
O95816	BAG2	JPR2017;This study	2
O95819	MAP4K4	JPR2017;This study	2
O95825	CRYZL1	JPR2017;This study	2
O95834	EML2	JPR2017;This study	2
O95837	GNA14	JPR2017;This study	2
O95861	BPNT1	JPR2017;This study	2
O95865	DDAH2	JPR2017;This study	2
O96005	CLPTM1	JPR2017;This study	2
P00338	LDHA	JPR2017;This study	2
P00387	CYB5R3	JPR2017;Uniprot	2
P00403	MT-CO2	JPR2017;This study	2
P00450	CP	RESPIRE;This study	2
P00491	PNP	JPR2017;This study	2
P00505	GOT2	JPR2017;This study	2
P00734	F2	RESPIRE;This study	2
P00742	F10	RESPIRE;This study	2
P00747	PLG	RESPIRE;This study	2
P00748	F12	RESPIRE;This study	2
P00813	ADA	JPR2017;RESPIRE	2
P01009	SERPINA1	JPR2017;This study	2
P01011	SERPINA3	JPR2017;This study	2
P01023	A2M	JPR2017;This study	2
P01031	C5	JPR2017;This study	2
P01042	KNG1	RESPIRE;This study	2
P01619	IGKV3-20	RESPIRE;This study	2
P01624	IGKV3-15	RESPIRE;This study	2
P01743	IGHV1-46	RESPIRE;This study	2
P01762	IGHV3-11	RESPIRE;This study	2
P01763	IGHV3-48	RESPIRE;This study	2
P01764	IGHV3-23	RESPIRE;This study	2
P01766	IGHV3-13	RESPIRE;This study	2
P01768	IGHV3-30	RESPIRE;This study	2
P01780	IGHV3-7	RESPIRE;This study	2
P01834	IGKC	RESPIRE;This study	2
P01857	IGHG1	RESPIRE;This study	2
P01859	IGHG2	JPR2017;RESPIRE	2
P01871	IGHM	RESPIRE;This study	2
P02042	HBD	JPR2017;This study	2
P02533	KRT14	JPR2017;This study	2
P02538	KRT6A	JPR2017;This study	2
P02749	APOH	JPR2017;This study	2
P02763	ORM1	JPR2017;This study	2
P02765	AHSG	JPR2017;This study	2
P02768	ALB	JPR2017;This study	2
P02786	TFRC	JPR2017;RESPIRE	2
P02788	LTF	JPR2017;RESPIRE	2
P02790	HPX	JPR2017;This study	2
P02792	FTL	JPR2017;This study	2
P02794	FTH1	JPR2017;This study	2
P03952	KLKB1	RESPIRE;This study	2
P04003	C4BPA	RESPIRE;This study	2
P04004	VTN	JPR2017;This study	2
P04080	CSTB	JPR2017;This study	2
P04156	PRNP	JPR2017;RESPIRE	2
P04181	OAT	JPR2017;This study	2
P04196	HRG	RESPIRE;This study	2
P04259	KRT6B	JPR2017;This study	2
P04424	ASL	JPR2017;This study	2
P04843	RPN1	JPR2017;This study	2
P04844	RPN2	JPR2017;This study	2
P04920	SLC4A2	JPR2017;This study	2
P05161	ISG15	JPR2017;Uniprot	2
P05198	EIF2S1	JPR2017;This study	2
P05386	RPLP1	JPR2017;This study	2
P05387	RPLP2	JPR2017;This study	2
P05388	RPLP0	JPR2017;This study	2
P05455	SSB	JPR2017;This study	2
P05556	ITGB1	JPR2017;RESPIRE	2
P06132	UROD	JPR2017;This study	2
P06213	INSR	JPR2017;This study	2
P06312	IGKV4-1	RESPIRE;This study	2
P06331	IGHV4-34	RESPIRE;This study	2
P06396	GSN	JPR2017;RESPIRE	2
P06729	CD2	This study;Uniprot	2
P06730	EIF4E	JPR2017;This study	2
P07099	EPHX1	JPR2017;This study	2
P07108	DBI	JPR2017;This study	2
P07203	GPX1	JPR2017;This study	2
P07225	PROS1	RESPIRE;This study	2
P07237	P4HB	JPR2017;RESPIRE	2
P07311	ACYP1	JPR2017;Uniprot	2
P07355	ANXA2	JPR2017;RESPIRE	2
P07359	GP1BA	RESPIRE;This study	2
P07437	TUBB	JPR2017;This study	2
P07451	CA3	JPR2017;This study	2
P07737	PFN1	JPR2017;This study	2
P07902	GALT	JPR2017;This study	2
P07947	YES1	JPR2017;RESPIRE	2
P07954	FH	JPR2017;This study	2
P08174	CD55	JPR2017;RESPIRE	2
P08195	SLC3A2	JPR2017;RESPIRE	2
P08236	GUSB	JPR2017;This study	2
P08237	PFKM	JPR2017;This study	2
P08571	CD14	RESPIRE;This study	2
P08670	VIM	JPR2017;RESPIRE	2
P08708	RPS17	JPR2017;Uniprot	2
P08729	KRT7	JPR2017;This study	2
P08758	ANXA5	JPR2017;This study	2
P08779	KRT16	JPR2017;This study	2
P09105	HBQ1	JPR2017;This study	2
P09210	GSTA2	JPR2017;This study	2
P09417	QDPR	JPR2017;This study	2
P09960	LTA4H	JPR2017;This study	2
P09972	ALDOC	JPR2017;This study	2
P0C0L4	C4A	RESPIRE;Uniprot	2
P0C7P3	SLFN14	JPR2017;This study	2
P0DMV8	HSPA1A	RESPIRE;Uniprot	2
P0DOY2	IGLC2	RESPIRE;This study	2
P0DP25	CALM3	RESPIRE;This study	2
P10155	TROVE2	JPR2017;This study	2
P10301	RRAS	RESPIRE;This study	2
P10398	ARAF	JPR2017;This study	2
P10599	TXN	JPR2017;This study	2
P10606	COX5B	JPR2017;This study	2
P10646	TFPI	RESPIRE;This study	2
P10746	UROS	JPR2017;This study	2
P10909	CLU	JPR2017;This study	2
P11169	SLC2A3	RESPIRE;This study	2
P11441	UBL4A	JPR2017;This study	2
P11766	ADH5	JPR2017;This study	2
P11908	PRPS2	JPR2017;This study	2
P12236	SLC25A6	JPR2017;This study	2
P12259	F5	RESPIRE;This study	2
P12270	TPR	JPR2017;This study	2
P12273	PIP	JPR2017;This study	2
P13010	XRCC5	RESPIRE;This study	2
P13473	LAMP2	RESPIRE;This study	2
P13489	RNH1	JPR2017;This study	2
P13667	PDIA4	JPR2017;This study	2
P13693	TPT1	JPR2017;This study	2
P13807	GYS1	JPR2017;This study	2
P14091	CTSE	JPR2017;Uniprot	2
P14324	FDPS	JPR2017;This study	2
P14406	COX7A2	JPR2017;This study	2
P14621	ACYP2	This study;Uniprot	2
P14625	HSP90B1	JPR2017;RESPIRE	2
P14868	DARS	JPR2017;This study	2
P15121	AKR1B1	JPR2017;This study	2
P15151	PVR	JPR2017;RESPIRE	2
P15170	GSPT1	JPR2017;This study	2
P15374	UCHL3	JPR2017;This study	2
P15531	NME1	JPR2017;This study	2
P15880	RPS2	JPR2017;This study	2
P16152	CBR1	JPR2017;This study	2
P16591	FER	JPR2017;This study	2
P16615	ATP2A2	JPR2017;This study	2
P16930	FAH	JPR2017;This study	2
P16949	STMN1	JPR2017;This study	2
P16989	YBX3	JPR2017;This study	2
P17066	HSPA6	JPR2017;RESPIRE	2
P17174	GOT1	JPR2017;This study	2
P17706	PTPN2	This study;Uniprot	2
P17812	CTPS1	JPR2017;This study	2
P17858	PFKL	JPR2017;This study	2
P17987	TCP1	JPR2017;This study	2
P18031	PTPN1	JPR2017;This study	2
P18077	RPL35A	JPR2017;This study	2
P18085	ARF4	RESPIRE;This study	2
P18124	RPL7	JPR2017;This study	2
P18206	VCL	RESPIRE;This study	2
P19174	PLCG1	JPR2017;This study	2
P19367	HK1	This study;Uniprot	2
P19474	TRIM21	JPR2017;This study	2
P19827	ITIH1	JPR2017;This study	2
P20042	EIF2S2	JPR2017;This study	2
P20618	PSMB1	JPR2017;This study	2
P20674	COX5A	JPR2017;This study	2
P20930	FLG	JPR2017;This study	2
P21266	GSTM3	JPR2017;This study	2
P21399	ACO1	JPR2017;This study	2
P21439	ABCB4	JPR2017;This study	2
P22059	OSBP	JPR2017;This study	2
P22102	GART	JPR2017;This study	2
P22234	PAICS	JPR2017;This study	2
P22314	UBA1	JPR2017;This study	2
P22557	ALAS2	This study;Uniprot	2
P22612	PRKACG	JPR2017;This study	2
P22626	HNRNPA2B1	JPR2017;This study	2
P23083	IGHV1-2	RESPIRE;This study	2
P23193	TCEA1	JPR2017;Uniprot	2
P23258	TUBG1	JPR2017;This study	2
P23381	WARS	JPR2017;This study	2
P23526	AHCY	JPR2017;This study	2
P23610	F8A1	JPR2017;This study	2
P23919	DTYMK	JPR2017;This study	2
P23921	RRM1	JPR2017;This study	2
P24298	GPT	JPR2017;This study	2
P24390	KDELR1	JPR2017;This study	2
P24534	EEF1B2	JPR2017;This study	2
P24539	ATP5F1	JPR2017;This study	2
P24666	ACP1	JPR2017;This study	2
P24941	CDK2	JPR2017;This study	2
P25311	AZGP1	RESPIRE;This study	2
P25325	MPST	JPR2017;This study	2
P25398	RPS12	JPR2017;This study	2
P25445	FAS	JPR2017;RESPIRE	2
P25685	DNAJB1	JPR2017;This study	2
P25686	DNAJB2	JPR2017;This study	2
P25786	PSMA1	JPR2017;This study	2
P25787	PSMA2	JPR2017;This study	2
P25788	PSMA3	JPR2017;This study	2
P25815	S100P	JPR2017;RESPIRE	2
P26373	RPL13	JPR2017;This study	2
P26447	S100A4	JPR2017;This study	2
P26639	TARS	JPR2017;This study	2
P26640	VARS	JPR2017;This study	2
P26641	EEF1G	JPR2017;This study	2
P26885	FKBP2	JPR2017;This study	2
P27348	YWHAQ	JPR2017;This study	2
P27708	CAD	JPR2017;This study	2
P27797	CALR	JPR2017;This study	2
P27816	MAP4	JPR2017;This study	2
P27824	CANX	JPR2017;This study	2
P27986	PIK3R1	RESPIRE;This study	2
P28062	PSMB8	JPR2017;This study	2
P28066	PSMA5	JPR2017;This study	2
P28070	PSMB4	JPR2017;This study	2
P28072	PSMB6	JPR2017;This study	2
P28074	PSMB5	JPR2017;This study	2
P28161	GSTM2	JPR2017;This study	2
P28676	GCA	RESPIRE;This study	2
P28838	LAP3	JPR2017;This study	2
P29144	TPP2	JPR2017;This study	2
P29401	TKT	JPR2017;This study	2
P29692	EEF1D	JPR2017;This study	2
P30040	ERP29	JPR2017;This study	2
P30044	PRDX5	JPR2017;This study	2
P30046	DDT	JPR2017;This study	2
P30048	PRDX3	JPR2017;This study	2
P30050	RPL12	JPR2017;This study	2
P30085	CMPK1	JPR2017;This study	2
P30086	PEBP1	JPR2017;This study	2
P30101	PDIA3	JPR2017;This study	2
P30154	PPP2R1B	JPR2017;This study	2
P30453	HLA-A	JPR2017;RESPIRE	2
P30626	SRI	JPR2017;This study	2
P30740	SERPINB1	JPR2017;This study	2
P31150	GDI1	JPR2017;This study	2
P31153	MAT2A	JPR2017;This study	2
P31930	UQCRC1	JPR2017;This study	2
P31942	HNRNPH3	JPR2017;This study	2
P31943	HNRNPH1	JPR2017;This study	2
P31944	CASP14	JPR2017;This study	2
P31946	YWHAB	JPR2017;This study	2
P31948	STIP1	JPR2017;This study	2
P31949	S100A11	JPR2017;This study	2
P31994	FCGR2B	This study;Uniprot	2
P32969	RPL9	JPR2017;This study	2
P33176	KIF5B	JPR2017;This study	2
P34896	SHMT1	JPR2017;This study	2
P34932	HSPA4	JPR2017;This study	2
P35030	PRSS3	JPR2017;This study	2
P35241	RDX	JPR2017;RESPIRE	2
P35268	RPL22	JPR2017;This study	2
P35527	KRT9	JPR2017;This study	2
P35670	ATP7B	JPR2017;This study	2
P35754	GLRX	JPR2017;This study	2
P35908	KRT2	JPR2017;This study	2
P35998	PSMC2	JPR2017;This study	2
P36551	CPOX	JPR2017;This study	2
P36578	RPL4	JPR2017;This study	2
P36871	PGM1	JPR2017;This study	2
P36873	PPP1CC	JPR2017;This study	2
P36915	GNL1	JPR2017;This study	2
P36957	DLST	JPR2017;This study	2
P36959	GMPR	JPR2017;This study	2
P36969	GPX4	JPR2017;This study	2
P37802	TAGLN2	JPR2017;This study	2
P37837	TALDO1	JPR2017;This study	2
P37840	SNCA	JPR2017;RESPIRE	2
P38159	RBMX	JPR2017;This study	2
