pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_HORMONE_METABOLIC_PROCESS,Hormone Metabolic Process,GO:BP,0.728,-1.242,0.9983,0.6974,NS,31
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,Regulation Of Protein Ubiquitination,GO:BP,-1.141,-0.827,0.6803,0.9938,NS,45
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,Regulation Of Cellular Response To Insulin...,GO:BP,-0.937,1.029,0.8872,0.879,NS,17
GOBP_ACTION_POTENTIAL,Action Potential,GO:BP,-1.069,-0.893,0.7497,0.9625,NS,26
GOBP_NUCLEOTIDE_METABOLIC_PROCESS,Nucleotide Metabolic Process,GO:BP,1.255,0.705,0.3465,0.9994,NS,191
GOBP_REGULATION_OF_SYNAPTIC_PLASTICITY,Regulation Of Synaptic Plasticity,GO:BP,-1.17,-0.787,0.6803,0.9994,NS,23
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY,Positive Regulation Of Catalytic Activity,GO:BP,-1.201,0.755,0.6154,0.9994,NS,46
GOBP_GLIOGENESIS,Gliogenesis,GO:BP,-1.212,0.743,0.5958,0.9994,NS,46
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,0.932,1.023,0.8953,0.879,NS,49
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM,Protein Localization To Endoplasmic Reticulum,GO:BP,-0.864,1.089,0.9433,0.8514,NS,17
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,Regulation Of Inflammatory Response,GO:BP,-0.582,-1.369,0.9983,0.5536,NS,33
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,Protein Containing Complex Localization,GO:BP,0.765,1.185,0.9983,0.7605,NS,29
GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS,Regulation Of Mrna Metabolic Process,GO:BP,-0.991,-0.956,0.8433,0.9514,NS,40
GOBP_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Non Canonical Nf Kappab Signal Transduction,GO:BP,-1.134,0.813,0.7176,0.9855,NS,17
GOBP_ENDOSOME_ORGANIZATION,Endosome Organization,GO:BP,-0.816,-1.128,0.9786,0.8372,NS,21
GOBP_LYSOSOMAL_TRANSPORT,Lysosomal Transport,GO:BP,-0.938,-1.006,0.8876,0.8979,NS,24
GOBP_REGULATION_OF_PROTEIN_TRANSPORT,Regulation Of Protein Transport,GO:BP,-0.996,-0.948,0.841,0.9514,NS,76
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS,Regulation Of Steroid Metabolic Process,GO:BP,-0.75,-1.191,0.9983,0.7763,NS,18
GOBP_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,Regulation Of DNA Biosynthetic Process,GO:BP,0.961,-0.98,0.87,0.9326,NS,15
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,Nuclear Envelope Organization,GO:BP,-1.111,-0.828,0.7363,0.9767,NS,18
GOBP_REGULATION_OF_BLOOD_PRESSURE,Regulation Of Blood Pressure,GO:BP,-1.11,-0.829,0.7363,0.9832,NS,23
GOBP_MITOPHAGY,Mitophagy,GO:BP,-0.911,-1.027,0.9112,0.879,NS,25
GOBP_AXON_EXTENSION,Axon Extension,GO:BP,-1.189,0.748,0.6773,0.9994,NS,16
GOBP_SYNAPSE_ASSEMBLY,Synapse Assembly,GO:BP,-1.21,0.727,0.6483,0.9994,NS,15
GOBP_VESICLE_LOCALIZATION,Vesicle Localization,GO:BP,-0.995,0.942,0.841,0.9514,NS,35
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,-0.736,1.2,0.9983,0.7205,NS,50
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.867,-1.068,0.961,0.8514,NS,52
GOBP_WOUND_HEALING,Wound Healing,GO:BP,-1.097,0.834,0.7176,0.9965,NS,68
GOBP_MYOBLAST_DIFFERENTIATION,Myoblast Differentiation,GO:BP,-1.491,0.439,0.3245,0.9994,NS,17
GOBP_POSITIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,Positive Regulation Of Protein Ubiquitination,GO:BP,-1.035,-0.895,0.7859,0.9627,NS,25
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,Peripheral Nervous System Development,GO:BP,-1.091,0.836,0.745,0.9731,NS,18
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Apoptotic Signaling Pathway,GO:BP,1.008,0.918,0.8241,0.9625,NS,74
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Adenylate Cyclase Modulating G Protein Cou...,GO:BP,-1.314,-0.611,0.5503,0.9994,NS,16
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION,Negative Regulation Of Organelle Organization,GO:BP,0.871,-1.054,0.961,0.8545,NS,62
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,Cellular Response To Xenobiotic Stimulus,GO:BP,0.646,-1.279,0.9983,0.6875,NS,27
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-1.351,0.574,0.4835,0.9994,NS,26
GOBP_FERTILIZATION,Fertilization,GO:BP,1.108,-0.816,0.735,0.9889,NS,23
GOBP_MRNA_CATABOLIC_PROCESS,Mrna Catabolic Process,GO:BP,0.852,-1.07,0.961,0.8514,NS,37
GOBP_STEROL_TRANSPORT,Sterol Transport,GO:BP,-0.632,-1.29,0.9983,0.6919,NS,19
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,-0.877,-1.045,0.943,0.879,NS,21
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteolysis Involved In Prot...,GO:BP,-0.87,-1.051,0.961,0.864,NS,63
GOBP_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,Ribose Phosphate Metabolic Process,GO:BP,1.162,-0.756,0.571,0.9994,NS,153
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,1.152,-0.766,0.6546,0.9752,NS,16
GOBP_HUMORAL_IMMUNE_RESPONSE,Humoral Immune Response,GO:BP,-1.088,0.828,0.7427,0.9855,NS,22
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Positive Regulation Of Nervous System Deve...,GO:BP,-1.044,0.872,0.7745,0.9731,NS,26
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,Positive Regulation Of Neurogenesis,GO:BP,-1.044,0.872,0.7745,0.9731,NS,26
GOBP_RESPONSE_TO_HEAT,Response To Heat,GO:BP,-1.024,0.891,0.7974,0.9639,NS,32
HALLMARK_APICAL_JUNCTION,Apical Junction,Hallmark,-0.593,1.322,0.9786,0.4645,NS,34
GOBP_COGNITION,Cognition,GO:BP,0.788,1.125,0.9983,0.833,NS,28
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,Positive Regulation Of Erk1 And Erk2 Cascade,GO:BP,0.98,0.933,0.8461,0.9514,NS,16
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,Protein Complex Oligomerization,GO:BP,1.144,0.769,0.6798,0.9994,NS,49
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plas...,GO:BP,0.707,1.206,0.9983,0.7312,NS,27
HALLMARK_MYC_TARGETS_V1,MYC Targets V1,Hallmark,0.973,0.939,0.814,0.9162,NS,122
GOBP_CELL_GROWTH,Cell Growth,GO:BP,-1.167,0.741,0.6426,0.9994,NS,62
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY,Intracellular Receptor Signaling Pathway,GO:BP,0.826,-1.082,0.9983,0.8514,NS,55
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION,Regulation Of Microtubule Cytoskeleton Org...,GO:BP,-1.13,-0.777,0.7045,0.9994,NS,35
GOBP_METAPHASE_CHROMOSOME_ALIGNMENT,Metaphase Chromosome Alignment,GO:BP,0.654,1.251,0.9983,0.7206,NS,18
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,-1.273,-0.632,0.5631,0.9994,NS,25
GOBP_METHYLATION,Methylation,GO:BP,1.067,-0.837,0.7531,0.9855,NS,30
GOBP_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION,Regulation Of Autophagy Of Mitochondrion,GO:BP,-0.875,-1.029,0.943,0.879,NS,16
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,Cardiac Muscle Cell Action Potential,GO:BP,-1.062,-0.839,0.7645,0.9731,NS,20
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,-0.998,-0.903,0.841,0.9625,NS,34
HALLMARK_PI3K_AKT_MTOR_SIGNALING,Pi3k Akt Mtor Signaling,Hallmark,-1.094,0.806,0.6675,0.9752,NS,36
GOBP_CELL_REDOX_HOMEOSTASIS,Cell Redox Homeostasis,GO:BP,-0.598,-1.3,0.9983,0.6875,NS,20
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Recep...,GO:BP,0.806,-1.091,0.9816,0.8514,NS,17
GOBP_MICROTUBULE_BASED_MOVEMENT,Microtubule Based Movement,GO:BP,-1.001,0.895,0.8391,0.9686,NS,45
GOBP_NUCLEOSIDE_PHOSPHATE_CATABOLIC_PROCESS,Nucleoside Phosphate Catabolic Process,GO:BP,-0.974,-0.922,0.8622,0.9625,NS,58
HALLMARK_ESTROGEN_RESPONSE_LATE,Estrogen Response Late,Hallmark,0.877,-1.019,0.8461,0.9104,NS,32
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,Vesicle Budding From Membrane,GO:BP,-0.867,1.028,0.9541,0.879,NS,26
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Oxidative Stress Induced Int...,GO:BP,0.988,0.906,0.8438,0.9601,NS,17
GOBP_REGULATION_OF_PHAGOCYTOSIS,Regulation Of Phagocytosis,GO:BP,1.057,0.836,0.7673,0.9731,NS,16
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Positive Regulation Of Protein Localizatio...,GO:BP,0.977,0.915,0.8529,0.956,NS,17
HALLMARK_COAGULATION,Coagulation,Hallmark,-0.717,1.173,0.8978,0.6274,NS,25
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS,Regulation Of Mrna Catabolic Process,GO:BP,-0.956,-0.933,0.8872,0.9514,NS,26
GOBP_ORGANELLE_FUSION,Organelle Fusion,GO:BP,0.887,-1.001,0.943,0.9012,NS,32
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,Actin Filament Bundle Organization,GO:BP,-0.983,0.903,0.8529,0.9625,NS,35
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,Positive Regulation Of Exocytosis,GO:BP,0.962,-0.924,0.8682,0.9514,NS,15
GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS,Sulfur Compound Metabolic Process,GO:BP,0.889,-0.996,0.9573,0.9186,NS,82
GOBP_T_CELL_DIFFERENTIATION,T Cell Differentiation,GO:BP,-1.277,0.608,0.5845,0.9994,NS,17
GOBP_OSTEOBLAST_DIFFERENTIATION,Osteoblast Differentiation,GO:BP,-0.987,-0.897,0.8461,0.9627,NS,32
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,Pyridine Containing Compound Metabolic Pro...,GO:BP,1.142,0.742,0.6483,0.9994,NS,74
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,Regulation Of Nucleotide Metabolic Process,GO:BP,-1.275,-0.608,0.5619,0.9994,NS,25
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,Muscle Cell Apoptotic Process,GO:BP,0.632,-1.249,0.9983,0.7205,NS,17
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS,Cytoskeleton Dependent Cytokinesis,GO:BP,-0.583,1.294,0.9983,0.6429,NS,28
GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS,Regulation Of Ketone Metabolic Process,GO:BP,-1.005,-0.871,0.8253,0.9731,NS,23
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,Lymphocyte Activation Involved In Immune R...,GO:BP,-0.652,1.221,0.9983,0.7545,NS,16
GOBP_RESPIRATORY_SYSTEM_DEVELOPMENT,Respiratory System Development,GO:BP,-1.124,-0.746,0.7252,0.9994,NS,20
GOBP_STEM_CELL_DIFFERENTIATION,Stem Cell Differentiation,GO:BP,0.779,1.091,0.9983,0.8514,NS,20
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,Cell Communication Involved In Cardiac Con...,GO:BP,-1.243,0.626,0.6262,0.9994,NS,15
GOBP_MEMBRANE_DEPOLARIZATION,Membrane Depolarization,GO:BP,-1.057,0.812,0.7645,0.9889,NS,22
GOBP_PYRUVATE_METABOLIC_PROCESS,Pyruvate Metabolic Process,GO:BP,1.096,0.772,0.7287,0.9994,NS,52
GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Regulation Of Lipid Biosynthetic Process,GO:BP,-1.096,0.771,0.7363,0.9994,NS,28
GOBP_REGULATION_OF_EXOCYTOSIS,Regulation Of Exocytosis,GO:BP,0.943,-0.923,0.8872,0.956,NS,27
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Ubiquitin Dependent...,GO:BP,-0.857,-1.006,0.9542,0.8979,NS,23
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION,Microtubule Organizing Center Organization,GO:BP,0.702,1.159,0.9983,0.8154,NS,16
HALLMARK_GLYCOLYSIS,Glycolysis,Hallmark,0.998,-0.86,0.7924,0.9752,NS,62
GOBP_GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS,Glycerophospholipid Metabolic Process,GO:BP,-0.852,-1.005,0.9568,0.9007,NS,24
GOBP_CELLULAR_RESPONSE_TO_METAL_ION,Cellular Response To Metal Ion,GO:BP,-0.677,-1.178,0.9983,0.755,NS,36
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,1.053,0.802,0.7687,0.9911,NS,24
GOBP_NUCLEAR_EXPORT,Nuclear Export,GO:BP,-1.069,-0.786,0.7497,0.9994,NS,29
GOBP_ICOSANOID_METABOLIC_PROCESS,Icosanoid Metabolic Process,GO:BP,0.89,-0.963,0.937,0.9463,NS,24
GOBP_REGULATION_OF_CELL_GROWTH,Regulation Of Cell Growth,GO:BP,-1.074,0.778,0.7427,0.9994,NS,51
GOBP_PHOSPHOLIPID_METABOLIC_PROCESS,Phospholipid Metabolic Process,GO:BP,-0.78,-1.07,0.9983,0.8514,NS,37
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION,Cortical Cytoskeleton Organization,GO:BP,0.645,1.203,0.9983,0.7697,NS,16
GOBP_REGULATION_OF_GTPASE_ACTIVITY,Regulation Of Gtpase Activity,GO:BP,0.753,1.094,0.9983,0.8514,NS,15
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,Leukocyte Cell Cell Adhesion,GO:BP,-0.81,1.035,0.9983,0.879,NS,41
GOBP_CYTOPLASMIC_TRANSLATION,Cytoplasmic Translation,GO:BP,1.029,0.815,0.7815,0.9994,NS,104
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic...,GO:BP,0.73,1.113,0.9983,0.8431,NS,26
GOBP_NEGATIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Negative Regulation Of Monoatomic Ion Tran...,GO:BP,0.744,-1.098,0.9983,0.8514,NS,19
GOBP_REGULATION_OF_ENDOCYTOSIS,Regulation Of Endocytosis,GO:BP,-0.966,-0.876,0.8791,0.9731,NS,52
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,Receptor Mediated Endocytosis,GO:BP,0.765,-1.076,0.9983,0.8514,NS,37
GOBP_MYELOID_CELL_DIFFERENTIATION,Myeloid Cell Differentiation,GO:BP,-0.762,-1.077,0.9983,0.8514,NS,48
GOBP_NEGATIVE_REGULATION_OF_TRANSPORT,Negative Regulation Of Transport,GO:BP,-0.859,0.98,0.9816,0.9442,NS,73
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,Tetrapyrrole Metabolic Process,GO:BP,1.09,-0.749,0.7427,0.9994,NS,15
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,0.927,-0.91,0.9304,0.9731,NS,86
GOBP_TISSUE_HOMEOSTASIS,Tissue Homeostasis,GO:BP,0.802,1.032,0.9939,0.879,NS,20
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,Response To Mechanical Stimulus,GO:BP,-0.811,1.021,0.9821,0.8887,NS,21
GOBP_REGULATION_OF_PEPTIDE_TRANSPORT,Regulation Of Peptide Transport,GO:BP,-0.956,-0.875,0.8864,0.9731,NS,30
GOBP_RNA_LOCALIZATION,RNA Localization,GO:BP,0.71,1.121,0.9983,0.8372,NS,31
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Positive Regulation Of Proteolysis Involve...,GO:BP,-0.859,-0.97,0.9573,0.9477,NS,33
GOBP_CELLULAR_RESPONSE_TO_HEAT,Cellular Response To Heat,GO:BP,-1.065,0.762,0.7615,0.9994,NS,19
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,Negative Regulation Of Defense Response,GO:BP,-1.026,-0.801,0.7974,0.9927,NS,27
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,Negative Regulation Of Response To Externa...,GO:BP,-1.034,-0.793,0.7859,0.9994,NS,42
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,Unsaturated Fatty Acid Metabolic Process,GO:BP,1.003,-0.824,0.8305,0.9855,NS,26
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,Cellular Response To Oxygen Levels,GO:BP,-0.807,-1.017,0.9983,0.8864,NS,33
GOBP_PLACENTA_DEVELOPMENT,Placenta Development,GO:BP,-1.228,0.596,0.6426,0.9994,NS,15
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Regulation Of Carbohydrate Metabolic Process,GO:BP,-0.979,-0.845,0.8529,0.9855,NS,38
GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,Cellular Response To Chemical Stress,GO:BP,0.971,-0.852,0.8779,0.9938,NS,72
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,Modulation Of Process Of Another Organism,GO:BP,-0.868,0.95,0.943,0.9514,NS,18
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION,Positive Regulation Of Insulin Secretion,GO:BP,-1.023,0.794,0.7974,0.9904,NS,18
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,0.592,1.223,0.9983,0.7553,NS,15
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,Regulation Of Cell Morphogenesis,GO:BP,-0.852,0.962,0.9568,0.95,NS,26
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,Cardiac Muscle Cell Contraction,GO:BP,0.837,-0.975,0.961,0.9442,NS,20
GOBP_HINDBRAIN_DEVELOPMENT,Hindbrain Development,GO:BP,-0.997,0.814,0.841,0.9855,NS,20
HALLMARK_UV_RESPONSE_DN,UV Response Dn,Hallmark,-1.13,-0.681,0.6675,0.9928,NS,15
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,Positive Regulation Of Intracellular Trans...,GO:BP,-0.95,0.859,0.8872,0.9731,NS,27
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION,Establishment Of RNA Localization,GO:BP,0.72,1.088,0.9983,0.8514,NS,20
GOBP_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA,Response To Transforming Growth Factor Beta,GO:BP,0.875,0.932,0.9542,0.9514,NS,33
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Positive Regulation Of Intrinsic Apoptotic...,GO:BP,-1.185,-0.621,0.6798,0.9994,NS,15
GOBP_OSSIFICATION,Ossification,GO:BP,-0.939,0.865,0.8919,0.9731,NS,45
GOBP_MEMBRANE_DOCKING,Membrane Docking,GO:BP,0.834,-0.968,0.961,0.9477,NS,19
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,Regulation Of Membrane Potential,GO:BP,-1.072,-0.729,0.7427,0.9994,NS,63
GOBP_REGULATION_OF_AUTOPHAGY,Regulation Of Autophagy,GO:BP,-0.886,0.914,0.9568,0.9627,NS,74
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Regulation Of Intrinsic Apoptotic Signalin...,GO:BP,0.776,1.023,0.9983,0.879,NS,44
GOBP_REGULATION_OF_NON_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Regulation Of Non Canonical Nf Kappab Sign...,GO:BP,-1.128,0.671,0.7252,0.9994,NS,16
GOBP_AMIDE_METABOLIC_PROCESS,Amide Metabolic Process,GO:BP,0.843,-0.955,0.9983,0.9514,NS,106
GOBP_COPII_COATED_VESICLE_BUDDING,Copii Coated Vesicle Budding,GO:BP,-0.867,0.931,0.943,0.9514,NS,15
GOBP_RECOMBINATIONAL_REPAIR,Recombinational Repair,GO:BP,-1.174,0.62,0.6803,0.9994,NS,17
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Regulation Of Transmembrane Receptor Prote...,GO:BP,-0.903,0.891,0.92490000000000006,0.9639,NS,26
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY,Regulation Of Wnt Signaling Pathway,GO:BP,0.792,1.002,0.9983,0.9133,NS,28
GOBP_PROTEIN_STABILIZATION,Protein Stabilization,GO:BP,0.811,0.982,0.9983,0.9442,NS,56
HALLMARK_INTERFERON_GAMMA_RESPONSE,Interferon Gamma Response,Hallmark,-0.864,0.928,0.8461,0.9162,NS,22
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,Response To Topologically Incorrect Protein,GO:BP,-0.701,-1.091,0.9983,0.8514,NS,42
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,1.066,0.725,0.7547,0.9994,NS,28
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Purine Containing Compound Catabolic Process,GO:BP,-0.835,-0.955,0.9983,0.9514,NS,55
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,Blood Vessel Endothelial Cell Migration,GO:BP,0.93,0.859,0.8905,0.9731,NS,16
GOBP_GRANULOCYTE_MIGRATION,Granulocyte Migration,GO:BP,-0.846,0.943,0.9542,0.9514,NS,17
GOBP_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Carbohydrate Biosynthetic Process,GO:BP,0.956,0.83,0.8872,0.9904,NS,51
GOBP_LYMPHOCYTE_DIFFERENTIATION,Lymphocyte Differentiation,GO:BP,-1.098,-0.688,0.7416,0.9994,NS,22
GOBP_POSITIVE_REGULATION_OF_BINDING,Positive Regulation Of Binding,GO:BP,0.608,-1.177,0.9983,0.7843,NS,16
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS,RNA Templated DNA Biosynthetic Process,GO:BP,0.74,1.045,0.9983,0.879,NS,16
GOBP_TAXIS,Taxis,GO:BP,-0.715,1.069,0.9983,0.8514,NS,39
GOBP_GLIAL_CELL_DIFFERENTIATION,Glial Cell Differentiation,GO:BP,-1.045,-0.737,0.7745,0.9994,NS,33
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,Regulation Of Lymphocyte Mediated Immunity,GO:BP,-0.994,0.788,0.841,0.9927,NS,21
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,Regulation Of Muscle Cell Differentiation,GO:BP,-0.982,0.799,0.8461,0.9867,NS,16
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Regulation Of T Cell Mediated Immunity,GO:BP,-0.728,1.053,0.9983,0.8742,NS,16
GOBP_METENCEPHALON_DEVELOPMENT,Metencephalon Development,GO:BP,-0.916,-0.864,0.8925,0.9731,NS,18
GOBP_REGULATION_OF_RNA_SPLICING,Regulation Of RNA Splicing,GO:BP,-1.006,-0.772,0.8389,0.9994,NS,27
HALLMARK_E2F_TARGETS,E2F Targets,Hallmark,-0.995,-0.783,0.7924,0.9752,NS,29
GOBP_ADAPTIVE_THERMOGENESIS,Adaptive Thermogenesis,GO:BP,1.068,0.707,0.7522,0.9994,NS,26
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,-0.939,-0.835,0.8872,0.9736,NS,18
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,Biological Process Involved In Symbiotic I...,GO:BP,-0.91,-0.863,0.931,0.9813,NS,45
GOBP_PROTEIN_NEDDYLATION,Protein Neddylation,GO:BP,-0.924,-0.849,0.8919,0.9731,NS,16
GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,Positive Regulation Of Canonical Nf Kappab...,GO:BP,-0.889,0.88,0.943,0.9686,NS,33
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,Ribosomal Small Subunit Biogenesis,GO:BP,1.076,-0.693,0.747,0.9994,NS,26
GOBP_SODIUM_ION_TRANSPORT,Sodium Ion Transport,GO:BP,-0.668,-1.099,0.9983,0.8514,NS,20
GOBP_INSULIN_SECRETION,Insulin Secretion,GO:BP,-1.042,0.724,0.7815,0.9994,NS,31
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,Antigen Receptor Mediated Signaling Pathway,GO:BP,-0.697,1.068,0.9983,0.8609,NS,15
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Regulation Of Proteasomal Ubiquitin Depend...,GO:BP,-0.685,-1.08,0.9983,0.8514,NS,33
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,Regulation Of Transporter Activity,GO:BP,0.601,-1.163,0.9983,0.7843,NS,23
GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION,Cellular Response To Calcium Ion,GO:BP,-0.66,-1.103,0.9983,0.8514,NS,18
GOBP_VACUOLAR_TRANSPORT,Vacuolar Transport,GO:BP,-0.937,-0.826,0.8905,0.9855,NS,26
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT,Monosaccharide Transmembrane Transport,GO:BP,-0.877,0.884,0.9391,0.9639,NS,16
