pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_PROTEIN_AUTOPHOSPHORYLATION,Protein Autophosphorylation,GO:BP,0.967,-1.622,0.8051,0.3761,NS,11
GOBP_RESPONSE_TO_ALKALOID,Response To Alkaloid,GO:BP,0.924,-1.665,0.8371,0.2812,NS,14
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Cell Substrate Junction Organization,GO:BP,-1.186,1.401,0.628,0.5483,NS,23
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,Nuclear Chromosome Segregation,GO:BP,-1.178,1.407,0.6256,0.5203,NS,36
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Regulation Of Nervous System Development,GO:BP,-1.512,1.066,0.3357,0.843,NS,41
GOBP_PROTEIN_TARGETING,Protein Targeting,GO:BP,1.089,1.488,0.6987,0.334,NS,71
GOBP_LIPID_LOCALIZATION,Lipid Localization,GO:BP,1.323,-1.252,0.4653,0.6333,NS,62
GOBP_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,Regulation Of Cell Substrate Junction Orga...,GO:BP,-1.022,1.551,0.7794,0.4348,NS,16
GOBP_CARDIAC_MUSCLE_CONTRACTION,Cardiac Muscle Contraction,GO:BP,-1.327,-1.243,0.4653,0.6665,NS,47
GOBP_SUPEROXIDE_METABOLIC_PROCESS,Superoxide Metabolic Process,GO:BP,-1.388,-1.182,0.4819,0.7901,NS,15
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,Protein Localization To Nucleus,GO:BP,-1.302,-1.267,0.4682,0.6106,NS,61
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Regulation Of Cell Cycle Phase Transition,GO:BP,-1.177,-1.392,0.6265,0.5306,NS,33
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,Regulation Of Viral Genome Replication,GO:BP,-1.62,-0.946,0.3683,0.9237,NS,10
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,Sarcoplasmic Reticulum Calcium Ion Transport,GO:BP,-1.06,-1.506,0.7531,0.4377,NS,24
GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY,Negative Regulation Of Transferase Activity,GO:BP,-0.836,-1.729,0.912,0.2578,NS,25
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Regulation Of Establishment Of Protein Loc...,GO:BP,-1.206,-1.358,0.6256,0.6284,NS,15
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,-1.811,-0.751,0.1418,0.9883,NS,22
GOBP_AMINO_ACID_CATABOLIC_PROCESS,Amino Acid Catabolic Process,GO:BP,1.569,0.991,0.2628,0.8939,NS,41
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,Negative Regulation Of Protein Polymerization,GO:BP,-1.2,-1.36,0.6256,0.6028,NS,21
GOBP_EXOCYTOSIS,Exocytosis,GO:BP,-1.537,-1.02,0.2986,0.8788,NS,46
GOBP_PROTEIN_FOLDING,Protein Folding,GO:BP,1.019,1.537,0.7754,0.2747,NS,81
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Protein Localization To Mitochondrion,GO:BP,1.379,1.176,0.4149,0.7576,NS,49
GOBP_REGULATION_OF_PH,Regulation Of Ph,GO:BP,-1.138,1.417,0.6886,0.5729,NS,13
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,Energy Reserve Metabolic Process,GO:BP,0.859,1.692,0.8974,0.2578,NS,29
GOBP_FATTY_ACID_BETA_OXIDATION,Fatty Acid Beta Oxidation,GO:BP,1.383,1.167,0.4564,0.7701,NS,35
GOBP_CELLULAR_RESPONSE_TO_LIGHT_STIMULUS,Cellular Response To Light Stimulus,GO:BP,-1.109,-1.44,0.7171,0.5413,NS,14
GOBP_GLUCAN_METABOLIC_PROCESS,Glucan Metabolic Process,GO:BP,0.855,1.692,0.9011,0.2578,NS,28
GOBP_MAMMARY_GLAND_DEVELOPMENT,Mammary Gland Development,GO:BP,-1.048,1.495,0.7692,0.5147,NS,12
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Positive Regulation Of Protein Modificatio...,GO:BP,-1.322,-1.22,0.4652,0.6735,NS,55
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO:BP,-1.167,1.374,0.6415,0.5662,NS,23
GOBP_POSITIVE_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,Positive Regulation Of Small Gtpase Mediat...,GO:BP,-1.845,0.695,0.1365,0.9961,NS,13
GOBP_VACUOLE_ORGANIZATION,Vacuole Organization,GO:BP,-1.375,-1.165,0.4443,0.7701,NS,39
GOBP_PHOSPHOLIPID_TRANSPORT,Phospholipid Transport,GO:BP,1.291,-1.249,0.5789,0.7548,NS,10
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C,Mitochondrial Electron Transport Ubiquinol...,GO:BP,1.329,1.209,0.5508,0.7768,NS,11
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,Regulation Of Innate Immune Response,GO:BP,-1.505,-1.032,0.2505,0.8579,NS,66
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,Transcription Initiation At RNA Polymerase...,GO:BP,-1.322,-1.213,0.5419,0.7746,NS,12
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,Regulation Of Release Of Sequestered Calci...,GO:BP,-1.293,-1.242,0.5443,0.7149,NS,22
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,Regulation Of Release Of Sequestered Calci...,GO:BP,-1.348,-1.186,0.5016,0.7768,NS,19
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,Regulation Of Rho Protein Signal Transduction,GO:BP,-1.535,-0.997,0.4042,0.8909,NS,11
GOBP_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Cytoplasmic Pattern Recognit...,GO:BP,-1.479,-1.052,0.3958,0.8474,NS,26
GOBP_REGULATION_OF_PROTEIN_TARGETING,Regulation Of Protein Targeting,GO:BP,-1.251,1.276,0.5784,0.7038,NS,20
GOBP_FOREBRAIN_DEVELOPMENT,Forebrain Development,GO:BP,-1.364,-1.162,0.4653,0.7768,NS,29
GOBP_CALCIUM_ION_HOMEOSTASIS,Calcium Ion Homeostasis,GO:BP,-1.158,-1.368,0.6256,0.5147,NS,54
GOBP_METABOLIC_COMPOUND_SALVAGE,Metabolic Compound Salvage,GO:BP,-1.059,-1.466,0.7586,0.5189,NS,14
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,Regulation Of Supramolecular Fiber Organiz...,GO:BP,-1.649,-0.875,0.1194,0.9665,NS,73
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH,Positive Regulation Of Cell Growth,GO:BP,-1.53,-0.992,0.3696,0.8937,NS,22
GOBP_RESPONSE_TO_ORGANOPHOSPHORUS,Response To Organophosphorus,GO:BP,1.467,1.049,0.4411,0.8563,NS,15
GOBP_LYTIC_VACUOLE_ORGANIZATION,Lytic Vacuole Organization,GO:BP,-1.534,0.979,0.3852,0.9194,NS,17
GOBP_MEMBRANE_INVAGINATION,Membrane Invagination,GO:BP,-1.222,1.288,0.6256,0.7245,NS,10
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY,Regulation Of Mitochondrial Membrane Perme...,GO:BP,1.785,-0.724,0.1464,0.9885,NS,15
GOBP_MUSCLE_HYPERTROPHY,Muscle Hypertrophy,GO:BP,-1.51,-0.999,0.3958,0.8865,NS,20
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS,Sulfur Amino Acid Metabolic Process,GO:BP,-0.853,-1.652,0.8902,0.334,NS,10
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,Regulation Of Membrane Permeability,GO:BP,1.774,-0.729,0.1757,0.9883,NS,16
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,Production Of Molecular Mediator Of Immune...,GO:BP,-1.106,1.395,0.7185,0.5729,NS,18
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION,Protein K48 Linked Ubiquitination,GO:BP,-1.106,-1.39,0.7185,0.5697,NS,17
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY,Protein Localization To Cell Periphery,GO:BP,-1.058,1.438,0.7335,0.3856,NS,71
GOBP_RESPONSE_TO_FATTY_ACID,Response To Fatty Acid,GO:BP,0.777,-1.718,0.9157,0.2812,NS,10
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER,Formation Of Primary Germ Layer,GO:BP,-1.811,-0.681,0.1418,0.9961,NS,12
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,Release Of Sequestered Calcium Ion Into Cy...,GO:BP,-1.241,-1.25,0.5819,0.7126,NS,21
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,Regulation Of Response To Cytokine Stimulus,GO:BP,-1.47,-1.021,0.428,0.883,NS,15
GOBP_IMPORT_INTO_NUCLEUS,Import Into Nucleus,GO:BP,-1.178,-1.31,0.6256,0.5937,NS,38
GOBP_MAINTENANCE_OF_LOCATION,Maintenance Of Location,GO:BP,-1.315,-1.172,0.4682,0.7437,NS,51
GOBP_LOCOMOTORY_BEHAVIOR,Locomotory Behavior,GO:BP,1.088,1.398,0.7335,0.5662,NS,20
GOBP_RESPONSE_TO_ACTIVITY,Response To Activity,GO:BP,-1.115,-1.37,0.7023,0.5662,NS,26
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS,Regulation Of Protein Localization To Nucleus,GO:BP,-0.894,-1.591,0.8851,0.2812,NS,35
GOBP_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Regulation Of Pattern Recognition Receptor...,GO:BP,-1.394,-1.09,0.4283,0.843,NS,33
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,-0.981,-1.502,0.8051,0.4782,NS,14
GOBP_FIBROBLAST_PROLIFERATION,Fibroblast Proliferation,GO:BP,-1.119,-1.362,0.7084,0.6375,NS,12
GOBP_MITOTIC_NUCLEAR_DIVISION,Mitotic Nuclear Division,GO:BP,-1.456,1.024,0.3852,0.8704,NS,38
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Positive Regulation Of Cell Junction Assembly,GO:BP,-1.367,1.113,0.5207,0.843,NS,10
GOBP_REGULATION_OF_PROTEIN_SECRETION,Regulation Of Protein Secretion,GO:BP,-1.22,1.259,0.5762,0.6665,NS,39
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION,Positive Regulation Of Cell Projection Org...,GO:BP,-1.017,1.462,0.7794,0.4622,NS,40
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Regulation Of Transmembrane Transport,GO:BP,-1.172,-1.306,0.5819,0.5203,NS,85
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Positive Regulation Of Establishment Of Pr...,GO:BP,-1.071,-1.406,0.7533,0.578,NS,12
GOBP_REGULATION_OF_PHOSPHORYLATION,Regulation Of Phosphorylation,GO:BP,-1.103,-1.373,0.6932,0.5141,NS,54
GOBP_TELENCEPHALON_DEVELOPMENT,Telencephalon Development,GO:BP,-1.467,-1.006,0.4042,0.8851,NS,23
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Cell Cycle Phase Tr...,GO:BP,-1.179,-1.293,0.6415,0.7056,NS,11
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,Positive Regulation Of Monoatomic Ion Tran...,GO:BP,-0.951,-1.521,0.8252,0.4134,NS,27
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Regulation Of Protein Localization To Memb...,GO:BP,-0.803,1.669,0.9385,0.2578,NS,43
GOBP_TOR_SIGNALING,Tor Signaling,GO:BP,-1.427,1.042,0.4042,0.8559,NS,34
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE,Positive Regulation Of Mapk Cascade,GO:BP,-1.238,1.231,0.5759,0.7094,NS,32
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,Regulation Of Double Strand Break Repair,GO:BP,-1.368,1.1,0.5016,0.843,NS,14
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,Cellular Response To Molecule Of Bacterial...,GO:BP,-1.617,0.85,0.2986,0.9601,NS,21
GOBP_REGULATION_OF_CELL_KILLING,Regulation Of Cell Killing,GO:BP,-1.494,-0.97,0.4149,0.9206,NS,12
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS,RNA Splicing Via Transesterification React...,GO:BP,-1.118,-1.345,0.6823,0.5483,NS,39
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATION,Regulation Of Cytoplasmic Translation,GO:BP,-1.066,1.397,0.7545,0.5937,NS,13
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,Purine Nucleobase Metabolic Process,GO:BP,1.036,-1.427,0.7754,0.5662,NS,10
GOBP_POSITIVE_REGULATION_OF_KINASE_ACTIVITY,Positive Regulation Of Kinase Activity,GO:BP,-1.527,-0.934,0.3879,0.926,NS,16
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Positive Regulation Of T Cell Mediated Imm...,GO:BP,-1.329,1.132,0.5508,0.839,NS,10
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,Negative Regulation Of Protein Modificatio...,GO:BP,-0.888,-1.573,0.8902,0.2757,NS,45
GOBP_RESPONSE_TO_OXYGEN_LEVELS,Response To Oxygen Levels,GO:BP,0.942,-1.518,0.8458,0.2812,NS,62
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,Response To Xenobiotic Stimulus,GO:BP,0.749,-1.709,0.9636,0.1937,NS,62
GOBP_PROTEIN_TETRAMERIZATION,Protein Tetramerization,GO:BP,1.423,-1.03,0.4422,0.861,NS,24
GOBP_DICARBOXYLIC_ACID_TRANSPORT,Dicarboxylic Acid Transport,GO:BP,0.997,-1.456,0.7897,0.5483,NS,12
HALLMARK_XENOBIOTIC_METABOLISM,Xenobiotic Metabolism,Hallmark,-1.011,-1.439,0.7823,0.3761,NS,55
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,Actin Filament Depolymerization,GO:BP,-1.241,-1.207,0.5819,0.7576,NS,19
GOBP_PROTEIN_POLYUBIQUITINATION,Protein Polyubiquitination,GO:BP,-1.301,-1.145,0.5028,0.7917,NS,35
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,Tumor Necrosis Factor Superfamily Cytokine...,GO:BP,-1.556,-0.889,0.3825,0.9468,NS,18
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE,Cellular Response To Toxic Substance,GO:BP,-1.025,-1.42,0.7754,0.4348,NS,53
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,Response To Purine Containing Compound,GO:BP,1.188,-1.256,0.6256,0.7056,NS,22
GOBP_CELLULAR_RESPONSE_TO_RADIATION,Cellular Response To Radiation,GO:BP,-1.05,-1.392,0.7604,0.5662,NS,21
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,Cell Communication By Electrical Coupling,GO:BP,-1.559,-0.881,0.3852,0.9481,NS,12
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,Negative Regulation Of Cell Development,GO:BP,-1.475,-0.965,0.4042,0.9206,NS,25
GOBP_MUSCLE_ADAPTATION,Muscle Adaptation,GO:BP,-1.335,-1.103,0.4859,0.8329,NS,27
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,Regulation Of Striated Muscle Contraction,GO:BP,-1.216,-1.221,0.5829,0.7149,NS,33
GOBP_PEPTIDYL_LYSINE_MODIFICATION,Peptidyl Lysine Modification,GO:BP,-1.218,1.217,0.6256,0.7746,NS,12
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,Intrinsic Apoptotic Signaling Pathway In R...,GO:BP,1.52,-0.914,0.4078,0.926,NS,11
GOBP_REGULATION_OF_ACTION_POTENTIAL,Regulation Of Action Potential,GO:BP,-1.423,-1.011,0.4653,0.8851,NS,12
GOBP_AXO_DENDRITIC_TRANSPORT,Axo Dendritic Transport,GO:BP,-1.183,1.251,0.6303,0.7268,NS,17
GOBP_PALLIUM_DEVELOPMENT,Pallium Development,GO:BP,-1.566,-0.867,0.3696,0.9566,NS,20
GOBP_REGULATION_OF_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,Regulation Of Small Gtpase Mediated Signal...,GO:BP,-1.536,-0.896,0.3524,0.9498,NS,28
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,Regulation Of Muscle Hypertrophy,GO:BP,-1.45,-0.982,0.4564,0.9158,NS,12
GOBP_CELLULAR_OXIDANT_DETOXIFICATION,Cellular Oxidant Detoxification,GO:BP,-0.822,-1.609,0.9259,0.2578,NS,43
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,Positive Regulation Of Gtpase Activity,GO:BP,0.751,1.678,0.9259,0.3085,NS,10
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,-1.202,-1.224,0.5789,0.6735,NS,52
GOBP_AMP_METABOLIC_PROCESS,Amp Metabolic Process,GO:BP,-0.951,-1.473,0.8187,0.5189,NS,15
GOBP_POSITIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS,Positive Regulation Of Lipid Biosynthetic ...,GO:BP,-1.671,0.752,0.2738,0.9864,NS,16
GOBP_MACROMOLECULE_DEACYLATION,Macromolecule Deacylation,GO:BP,-1.393,1.027,0.4819,0.8732,NS,11
GOBP_PROTEIN_DEACYLATION,Protein Deacylation,GO:BP,-1.393,1.027,0.4819,0.8732,NS,11
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE,Activation Of Innate Immune Response,GO:BP,-1.561,-0.856,0.2449,0.9665,NS,47
GOBP_STRIATED_MUSCLE_ADAPTATION,Striated Muscle Adaptation,GO:BP,-1.327,-1.09,0.5333,0.843,NS,16
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,Regulation Of Calcium Ion Transmembrane Tr...,GO:BP,1.212,-1.204,0.6256,0.7768,NS,13
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS,Long Chain Fatty Acid Metabolic Process,GO:BP,1.131,-1.285,0.6837,0.6665,NS,23
GOBP_AMINO_ACID_METABOLIC_PROCESS,Amino Acid Metabolic Process,GO:BP,1.286,1.129,0.4653,0.7768,NS,92
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM,Morphogenesis Of Embryonic Epithelium,GO:BP,-1.645,0.769,0.3357,0.9781,NS,10
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Regulation Of Protein Import Into Nucleus,GO:BP,-0.775,-1.637,0.9259,0.318,NS,15
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,Reactive Nitrogen Species Metabolic Process,GO:BP,-1.324,-1.087,0.5207,0.843,NS,20
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,Positive Regulation Of Response To Biotic ...,GO:BP,-1.444,-0.965,0.3696,0.9237,NS,58
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,Regulation Of Protein Containing Complex D...,GO:BP,-1.209,-1.2,0.6138,0.7548,NS,28
GOBP_CELL_KILLING,Cell Killing,GO:BP,-1.639,-0.769,0.2115,0.9883,NS,33
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS,Branched Chain Amino Acid Metabolic Process,GO:BP,1.324,1.083,0.5101,0.843,NS,21
GOBP_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Establishment Of Pr...,GO:BP,-0.961,-1.446,0.814,0.5147,NS,23
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION,Negative Regulation Of Protein Localization,GO:BP,-1.352,-1.045,0.4653,0.854,NS,37
GOBP_RESPONSE_TO_ALCOHOL,Response To Alcohol,GO:BP,1.382,-1.015,0.4443,0.8851,NS,38
GOBP_FATTY_ACID_TRANSPORT,Fatty Acid Transport,GO:BP,1.297,1.098,0.544,0.843,NS,21
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,Positive Regulation Of Glucose Metabolic P...,GO:BP,-1.301,1.094,0.5719,0.8431,NS,10
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Negative Regulation Of Cell Cycle Process,GO:BP,-1.055,-1.34,0.7586,0.6388,NS,17
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Protein Localization To Plasma Membrane,GO:BP,-0.941,1.453,0.8502,0.3921,NS,61
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,Developmental Growth Involved In Morphogen...,GO:BP,-1.688,0.705,0.2115,0.9961,NS,25
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Positive Regulation Of Nucleocytoplasmic T...,GO:BP,-1.209,-1.184,0.6271,0.7901,NS,12
GOBP_LONG_CHAIN_FATTY_ACID_TRANSPORT,Long Chain Fatty Acid Transport,GO:BP,1.239,1.153,0.5851,0.8121,NS,18
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,Smooth Muscle Cell Proliferation,GO:BP,-1.088,-1.304,0.7253,0.6665,NS,19
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Sodium Ion Transmembrane Tra...,GO:BP,-1.33,-1.061,0.5333,0.854,NS,12
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,Positive Regulation Of Cell Development,GO:BP,-1.391,-0.999,0.4149,0.8911,NS,43
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,Regulation Of Cell Junction Assembly,GO:BP,-1.126,1.264,0.6841,0.6665,NS,30
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS,Positive Regulation Of Hemopoiesis,GO:BP,-1.128,-1.261,0.6987,0.7361,NS,12
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,-1.522,0.864,0.3696,0.9581,NS,26
GOBP_CHROMOSOME_SEGREGATION,Chromosome Segregation,GO:BP,-1.157,1.229,0.628,0.6939,NS,50
GOBP_DETOXIFICATION,Detoxification,GO:BP,-0.941,-1.445,0.8378,0.3921,NS,51
GOBP_AMYLOID_FIBRIL_FORMATION,Amyloid Fibril Formation,GO:BP,-1.494,-0.89,0.4042,0.9461,NS,18
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,Formation Of Cytoplasmic Translation Initi...,GO:BP,1.591,0.791,0.3825,0.9733,NS,13
GOBP_SKELETAL_MUSCLE_ADAPTATION,Skeletal Muscle Adaptation,GO:BP,-0.955,-1.425,0.814,0.5662,NS,11
GOBP_JNK_CASCADE,Jnk Cascade,GO:BP,-0.898,-1.479,0.8686,0.5189,NS,13
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,Response To Oxidative Stress,GO:BP,-0.857,-1.52,0.9257,0.2578,NS,92
GOBP_RESPONSE_TO_METAL_ION,Response To Metal Ion,GO:BP,-1.244,-1.132,0.5016,0.7681,NS,78
GOBP_AUTOPHAGOSOME_MATURATION,Autophagosome Maturation,GO:BP,-1.184,-1.192,0.6372,0.7768,NS,16
GOBP_MICROTUBULE_BASED_TRANSPORT,Microtubule Based Transport,GO:BP,-1.439,0.936,0.4042,0.926,NS,28
GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION,Positive Regulation Of Phosphorylation,GO:BP,-1.298,-1.077,0.5278,0.843,NS,28
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Regulation Of Small Molecule Metabolic Pro...,GO:BP,-1.418,-0.956,0.3696,0.9237,NS,63
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,1.097,1.276,0.7185,0.692,NS,22
GOBP_REGULATION_OF_AXONOGENESIS,Regulation Of Axonogenesis,GO:BP,-1.703,-0.668,0.2537,0.9961,NS,13
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,Regulation Of Muscle Adaptation,GO:BP,-1.232,-1.139,0.5829,0.8056,NS,23
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY,Regulation Of DNA Binding Transcription Fa...,GO:BP,-1.012,-1.359,0.7819,0.6053,NS,21
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,Positive Regulation Of Calcium Ion Transport,GO:BP,-0.817,-1.554,0.912,0.3761,NS,22
GOBP_RESPONSE_TO_RADIATION,Response To Radiation,GO:BP,-0.894,-1.476,0.8916,0.334,NS,55
GOBP_PEPTIDE_TRANSPORT,Peptide Transport,GO:BP,-1.327,-1.042,0.4819,0.8559,NS,35
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,Nuclear Membrane Reassembly,GO:BP,-1.196,-1.173,0.6291,0.805,NS,11
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,Small Molecule Catabolic Process,GO:BP,1.411,0.957,0.3035,0.9245,NS,120
GOBP_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION,Regulation Of Cell Cycle G1 S Phase Transi...,GO:BP,-1.895,0.469,0.1161,0.9996,NS,17
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,Regulation Of Cardiac Muscle Contraction,GO:BP,-1.171,-1.193,0.6291,0.7681,NS,24
GOBP_MITOTIC_SPINDLE_ORGANIZATION,Mitotic Spindle Organization,GO:BP,0.829,1.535,0.912,0.4035,NS,28
GOBP_REGULATION_OF_LIPID_LOCALIZATION,Regulation Of Lipid Localization,GO:BP,-1.25,1.113,0.5759,0.8324,NS,26
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,Negative Regulation Of Actin Filament Depo...,GO:BP,-1.133,-1.23,0.6886,0.7576,NS,15
GOBP_AMINO_ACID_ACTIVATION,Amino Acid Activation,GO:BP,0.958,1.404,0.8178,0.5483,NS,24
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CONTRACTION,Positive Regulation Of Muscle Contraction,GO:BP,0.935,-1.426,0.8276,0.5662,NS,11
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Extrinsic Apoptotic Signaling Pathway,GO:BP,-1.321,-1.038,0.4988,0.8579,NS,30
